query_locus,query_i_num,target_loci,count_target_loci
L338,I24023,"L338,L339",2
L338,I26458,L338,1
L338,I27408,"L338,L339",2
L338,I26464,L338,1
L338,I28973,L339,1
L338,I21946,L339,1
L338,I26389,"L338,L339",2
L338,I24005,L339,1
L338,I24036,L338,1
L338,I23240,"L338,L339",2
L338,I26397,"L338,L339",2
L338,I21916,L339,1
L338,I9733,L338,1
L338,I26413,L338,1
L338,I27459,"L338,L339",2
L338,I28963,"L338,L339",2
L338,I27457,L339,1
L1008,I26466,L1008,1
L1008,I24010,L1008,1
L1008,I29013,"L1008,L321",2
L1008,I26390,L1008,1
L1008,I21957,L1008,1
L1008,I26374,L1008,1
L1008,I24015,L321,1
L1008,I12629,L1008,1
L1008,I27452,L1008,1
L1008,I28991,L1008,1
L1008,I21723,L1008,1
L1008,I27444,L1008,1
L1008,I23251,L1008,1
L1008,I26459,L1008,1
L405,I26466,L405,1
L405,I8132,"L880,L904",2
L405,I23214,L405,1
L405,I24050,L405,1
L405,I27452,L405,1
L405,I24053,L405,1
L405,I24005,L405,1
L405,I12648,L405,1
L481,I26466,L481,1
L481,I26456,"L480,L481",2
L481,I29013,L480,1
L481,I8165,L480,1
L481,I23233,L480,1
L481,I23214,L481,1
L481,I12651,L481,1
L481,I23250,L480,1
L481,I24040,"L480,L481",2
L481,I21705,L481,1
L481,I21917,L481,1
L481,I26408,L481,1
L481,I24050,L480,1
L481,I27417,L481,1
L481,I26458,L480,1
L481,I26464,L480,1
L481,I27452,"L480,L481",2
L481,I24036,L481,1
L481,I26397,L480,1
L481,I23215,L481,1
L481,I21916,L480,1
L481,I27437,L481,1
L262,I26466,L262,1
L262,I26440,L262,1
L262,I23227,L262,1
L262,I24027,L261,1
L262,I29053,L261,1
L262,I29048,L262,1
L262,I27408,L262,1
L262,I27418,L262,1
L262,I21631,L262,1
L262,I21697,L261,1
L262,I27427,L261,1
L510,I26466,L510,1
L510,I26456,L510,1
L510,I21694,L511,1
L510,I21638,L511,1
L510,I24051,"L510,L511",2
L510,I21662,L511,1
L510,I27418,L510,1
L510,I21916,L511,1
L764,I26466,L764,1
L764,I29026,"L762,L763,L764",3
L764,I26387,L763,1
L764,I28991,"L763,L764",2
L764,I29000,L763,1
L764,I23982,L763,1
L764,I29047,"L762,L763,L764",3
L764,I24055,"L763,L764",2
L25,I26466,L25,1
L25,I27386,"L24,L25,L26",3
L25,I27394,L25,1
L25,I23214,L25,1
L25,I29053,L25,1
L25,I24050,L25,1
L25,I27443,"L25,L26",2
L25,I26411,L25,1
L25,I27418,L25,1
L25,I9733,L25,1
L5,I26466,L5,1
L5,I21923,L5,1
L5,I23999,L5,1
L5,I23239,"L5,L816,L904",3
L5,I8160,L5,1
L5,I23218,L542,1
L5,I27431,L5,1
L5,I24012,L5,1
L5,I29029,L5,1
L5,I24023,L5,1
L5,I23215,L5,1
L753,I26466,L753,1
L753,I29051,L753,1
L753,I29013,L753,1
L753,I23214,L753,1
L753,I23222,L753,1
L753,I21638,L753,1
L753,I23226,L753,1
L753,I28994,L753,1
L753,I24037,L753,1
L753,I24040,L753,1
L753,I29033,L753,1
L753,I24023,L753,1
L753,I23216,L753,1
L753,I24033,L753,1
L753,I26397,L753,1
L753,I23215,L753,1
L951,I26466,L951,1
L951,I23224,L951,1
L951,I23999,L951,1
L951,I21689,L951,1
L951,I26440,L951,1
L951,I23239,L951,1
L951,I21953,L951,1
L951,I21918,L951,1
L951,I28989,L951,1
L951,I27420,L951,1
L951,I26392,L951,1
L951,I23214,L951,1
L951,I8131,L951,1
L951,I26467,L951,1
L951,I21957,L951,1
L951,I21638,L951,1
L951,I27458,L951,1
L951,I21913,L951,1
L951,I24037,L951,1
L951,I23980,L951,1
L951,I27403,L951,1
L951,I24012,L951,1
L951,I21956,L951,1
L951,I26453,L951,1
L951,I24005,L951,1
L951,I23210,L951,1
L951,I23982,L951,1
L951,I27438,L951,1
L951,I27368,L951,1
L951,I27444,L951,1
L503,I26466,L504,1
L503,I26456,L502,1
L503,I21672,"L503,L504",2
L503,I26400,L504,1
L503,I27460,L503,1
L503,I29057,L504,1
L503,I23239,"L502,L503",2
L503,I27407,L503,1
L503,I8165,"L503,L504",2
L503,I21680,L503,1
L503,I24020,L503,1
L503,I27399,L504,1
L503,I27420,L504,1
L503,I21957,"L502,L503",2
L503,I23222,L503,1
L503,I21638,L503,1
L503,I27458,L502,1
L503,I27453,"L502,L503",2
L503,I24031,"L503,L504",2
L503,I26408,"L503,L504",2
L503,I27419,"L503,L504",2
L503,I26464,L502,1
L503,I28991,"L503,L504",2
L503,I24033,"L503,L504",2
L503,I26379,"L502,L503,L504",3
L503,I27418,L504,1
L503,I26397,L502,1
L503,I21925,"L503,L504",2
L503,I27437,"L503,L504",2
L503,I29037,L504,1
L503,I27459,L503,1
L503,I27457,L504,1
L321,I21923,L321,1
L321,I23967,L321,1
L321,I26390,"L1008,L1009,L321",3
L321,I23969,L321,1
L321,I21947,L321,1
L321,I23226,L321,1
L321,I21712,"L1008,L1009,L321",3
L321,I26387,L321,1
L321,I24033,L321,1
L321,I23215,L321,1
L321,I27444,L321,1
L307,I21923,L308,1
L307,I26404,L308,1
L307,I21916,L308,1
L537,I21923,L539,1
L537,I27440,L539,1
L537,I27407,L537,1
L537,I24027,L539,1
L537,I27399,L537,1
L537,I21646,L539,1
L537,I21959,L539,1
L537,I21919,L539,1
L537,I27453,L539,1
L537,I23980,L540,1
L537,I27451,L539,1
L537,I24012,L539,1
L537,I24003,L542,1
L537,I21664,L540,1
L537,I21925,L539,1
L537,I27455,L539,1
L537,I21924,L539,1
L537,I28963,L537,1
L537,I27427,L539,1
L56,I21923,L57,1
L56,I26463,"L56,L57",2
L56,I24018,L56,1
L233,I21923,L233,1
L233,I23999,L233,1
L233,I12626,L232,1
L233,I29035,L233,1
L233,I26432,L233,1
L233,I26440,"L232,L233",2
L233,I21935,L233,1
L233,I21957,L233,1
L233,I21656,L233,1
L233,I29053,L233,1
L233,I28994,"L232,L233",2
L233,I24040,L234,1
L233,I21917,L233,1
L233,I29011,L232,1
L233,I21664,L233,1
L233,I26379,L233,1
L233,I24036,L233,1
L233,I28990,L232,1
L1,I21923,L2,1
L1,I29032,"L371,L49",2
L1,I26412,L1,1
L1,I28989,L1,1
L1,I21957,L1,1
L1,I21638,L1,1
L1,I23226,L1,1
L1,I24040,L1,1
L1,I24023,L1,1
L1,I27452,L1,1
L1,I24033,L1,1
L1,I26379,L1,1
L1,I23215,L1,1
L1030,I21923,L1030,1
L1030,I29057,L440,1
L1030,I23969,L1030,1
L1030,I29055,L1030,1
L1030,I23963,L1030,1
L1044,I21923,L1046,1
L1044,I24007,L1045,1
L115,I21923,"L114,L115",2
L133,I21923,L134,1
L133,I21654,L133,1
L133,I21641,"L132,L133",2
L133,I21916,L132,1
L134,I21923,L133,1
L134,I26456,L134,1
L134,I28984,"L133,L134",2
L134,I23226,L134,1
L134,I16357,"L133,L134",2
L134,I21664,L133,1
L134,I21924,L133,1
L134,I27457,L134,1
L208,I21923,L210,1
L220,I21923,L219,1
L220,I27421,L220,1
L220,I27428,L219,1
L220,I27453,L220,1
L254,I21923,"L254,L255",2
L254,I27396,L254,1
L254,I28984,"L254,L255",2
L254,I21694,L254,1
L254,I23983,"L254,L255",2
L254,I23980,L254,1
L254,I23984,L255,1
L254,I23215,L254,1
L254,I23982,L254,1
L254,I21916,L255,1
L275,I21923,"L275,L276",2
L276,I21923,"L275,L276",2
L276,I21924,"L275,L276",2
L276,I21916,L275,1
L305,I21923,"L305,L306",2
L305,I21918,"L305,L306",2
L305,I23983,L305,1
L305,I8140,L305,1
L305,I23217,L306,1
L305,I21723,L306,1
L305,I21924,L305,1
L305,I21916,L306,1
L305,I9733,L306,1
L346,I21923,L345,1
L346,I23224,L346,1
L346,I21959,L346,1
L346,I26403,L346,1
L346,I21929,L346,1
L34,I21923,L35,1
L34,I26456,"L34,L35,L36",3
L34,I23981,L35,1
L34,I21932,L34,1
L365,I21923,L364,1
L365,I23224,L365,1
L365,I21689,L365,1
L365,I12626,L365,1
L365,I21672,L365,1
L365,I21680,L365,1
L365,I27395,"L366,L367",2
L365,I27399,L365,1
L365,I24031,"L364,L365",2
L365,I27418,"L364,L365",2
L365,I16359,L365,1
L365,I9733,L365,1
L417,I21923,L415,1
L417,I21641,"L417,L418",2
L417,I26411,L418,1
L417,I23978,L418,1
L417,I21631,L417,1
L445,I21923,L446,1
L445,I24018,"L444,L445",2
L445,I8140,L444,1
L445,I29011,L445,1
L445,I21631,L444,1
L445,I21924,L445,1
L445,I21916,"L445,L446",2
L445,I28979,"L445,L446",2
L462,I21923,L463,1
L462,I16357,L461,1
L462,I21956,L462,1
L462,I16360,L462,1
L462,I21932,L462,1
L462,I16359,L462,1
L462,I21924,L463,1
L462,I21916,L463,1
L516,I21923,L515,1
L516,I23980,L516,1
L516,I23982,L516,1
L516,I21916,L515,1
L544,I21923,L543,1
L544,I24050,L544,1
L544,I21924,L543,1
L545,I21923,"L545,L546",2
L545,I27428,L545,1
L545,I27436,L545,1
L545,I16352,"L545,L546",2
L545,I21916,L545,1
L545,I9733,L545,1
L546,I21923,"L545,L546",2
L546,I23999,L545,1
L546,I26456,"L545,L546",2
L546,I21948,L546,1
L546,I23218,L546,1
L546,I27428,L545,1
L546,I21678,L546,1
L546,I27419,L546,1
L546,I21723,L545,1
L546,I21916,L545,1
L546,I9733,"L545,L546",2
L579,I21923,L578,1
L579,I12626,"L578,L579",2
L579,I12629,L578,1
L579,I23981,L578,1
L579,I12648,L579,1
L579,I16359,L578,1
L579,I9733,L580,1
L619,I21923,"L619,L620",2
L619,I26386,L619,1
L619,I21664,"L619,L620",2
L620,I21923,"L620,L621",2
L620,I26440,L620,1
L620,I29031,L619,1
L620,I24050,"L619,L620,L621",3
L620,I28992,L623,1
L620,I27438,L620,1
L620,I21924,L620,1
L621,I21923,"L620,L621,L622",3
L621,I26456,"L620,L621,L622",3
L621,I24027,L621,1
L621,I27399,L621,1
L621,I27428,L621,1
L621,I27452,L621,1
L621,I29011,L621,1
L621,I28971,"L619,L620,L621",3
L621,I21932,L621,1
L621,I16359,L620,1
L621,I21679,L621,1
L621,I21924,L621,1
L66,I21923,L65,1
L66,I24027,L66,1
L66,I26463,L65,1
L66,I26464,L66,1
L66,I29011,L66,1
L66,I27427,L66,1
L682,I21923,L683,1
L682,I27428,L682,1
L682,I21924,L682,1
L69,I21923,L70,1
L69,I29057,L69,1
L69,I26390,L69,1
L69,I27428,L69,1
L69,I27436,L69,1
L69,I21924,L70,1
L707,I21923,"L706,L707",2
L707,I21641,"L706,L707,L708",3
L708,I21923,L707,1
L708,I23980,L708,1
L708,I23982,L708,1
L708,I21916,L707,1
L716,I21923,L717,1
L716,I21924,L717,1
L716,I28964,L716,1
L746,I21923,L745,1
L746,I26432,L746,1
L746,I26456,"L745,L746",2
L746,I27407,"L745,L746",2
L746,I27442,L746,1
L746,I24027,L746,1
L746,I24048,"L745,L746",2
L746,I24015,"L745,L746",2
L746,I24050,L746,1
L746,I26458,L746,1
L746,I26464,L746,1
L746,I29011,L746,1
L746,I21664,L746,1
L746,I24007,L746,1
L746,I27418,L746,1
L746,I23215,L746,1
L746,I21924,L745,1
L746,I21721,L746,1
L746,I21916,L745,1
L746,I24008,L746,1
L746,I27427,L746,1
L759,I21923,L760,1
L759,I21640,L760,1
L759,I21918,L760,1
L759,I24051,L760,1
L759,I21959,L760,1
L759,I21919,L760,1
L759,I23252,L760,1
L759,I27453,L760,1
L759,I8140,L760,1
L759,I21956,L760,1
L759,I24033,L760,1
L759,I28971,L729,1
L759,I12648,L760,1
L759,I21929,L760,1
L765,I21923,L766,1
L765,I29050,L175,1
L765,I23969,L765,1
L765,I21641,L765,1
L765,I29033,L766,1
L765,I23965,L765,1
L765,I24011,L766,1
L771,I21923,L770,1
L771,I8132,L770,1
L771,I23980,L771,1
L771,I23982,L771,1
L771,I26420,"L527,L741",2
L771,I21679,L770,1
L771,I24002,L770,1
L778,I21923,L779,1
L778,I12647,L778,1
L778,I12630,"L778,L779",2
L7,I21923,L6,1
L7,I27428,L7,1
L7,I27453,L7,1
L7,I27436,L7,1
L879,I21923,"L878,L879",2
L879,I21924,L879,1
L96,I21923,"L96,L97",2
L96,I9733,"L96,L97",2
L990,I21923,L989,1
L990,I24030,L989,1
L1046,I21923,L1046,1
L1046,I28968,L1046,1
L1046,I28992,L1046,1
L113,I21923,L113,1
L118,I21923,L118,1
L118,I26390,L118,1
L118,I24051,L118,1
L118,I26387,L118,1
L118,I26404,L118,1
L118,I24053,L118,1
L118,I26420,L118,1
L130,I21923,L130,1
L130,I29018,L693,1
L130,I27418,L130,1
L130,I28990,L131,1
L130,I21924,L130,1
L241,I21923,L241,1
L241,I21915,"L241,L242",2
L241,I23239,"L241,L242,L243",3
L241,I24038,L242,1
L241,I23233,L242,1
L241,I29026,L242,1
L241,I21947,L242,1
L241,I21687,L241,1
L241,I21957,L242,1
L241,I24051,L241,1
L241,I23250,L241,1
L241,I27453,L242,1
L241,I27403,"L241,L242",2
L241,I28991,"L241,L242",2
L241,I26411,L241,1
L241,I21664,"L241,L242",2
L241,I26397,L241,1
L241,I23965,"L241,L242,L243",3
L241,I26434,L243,1
L241,I26380,L242,1
L241,I23232,L241,1
L241,I23963,L241,1
L241,I21924,L242,1
L241,I26460,L243,1
L241,I27427,L242,1
L303,I21923,L303,1
L303,I29048,L303,1
L303,I29053,L303,1
L303,I24050,L303,1
L303,I26464,L303,1
L303,I21924,L303,1
L32,I21923,L32,1
L32,I26433,"L32,L34",2
L32,I21924,L32,1
L391,I21923,L391,1
L391,I21641,L391,1
L391,I21945,L898,1
L391,I23981,L391,1
L391,I23984,L391,1
L391,I21631,L391,1
L391,I21697,L391,1
L391,I21924,L391,1
L391,I21929,L391,1
L43,I21923,L43,1
L43,I23983,L43,1
L43,I26453,L43,1
L43,I23982,L43,1
L680,I21923,L680,1
L680,I29047,"L680,L681",2
L680,I21924,L681,1
L763,I21923,L763,1
L763,I26440,L763,1
L763,I29032,L764,1
L763,I23231,L763,1
L763,I26387,L763,1
L763,I21664,L762,1
L763,I26389,"L763,L764",2
L763,I27444,L763,1
L763,I21924,L763,1
L767,I21923,L767,1
L767,I21689,L767,1
L767,I23998,L767,1
L767,I27379,L767,1
L767,I21928,L767,1
L767,I26386,L767,1
L767,I23988,L767,1
L767,I29016,L767,1
L767,I26413,L767,1
L768,I21923,L768,1
L768,I27396,L768,1
L768,I12626,L768,1
L768,I26456,L768,1
L768,I27460,L768,1
L768,I24010,L768,1
L768,I27407,L768,1
L768,I24030,L768,1
L768,I8165,L695,1
L768,I24027,L768,1
L768,I21681,L768,1
L768,I21947,L768,1
L768,I23211,L768,1
L768,I23214,L768,1
L768,I23222,L768,1
L768,I21638,L768,1
L768,I24051,L768,1
L768,I21913,L768,1
L768,I23226,L768,1
L768,I23250,L768,1
L768,I27453,L768,1
L768,I23980,L768,1
L768,I24031,L768,1
L768,I21934,L768,1
L768,I27443,L768,1
L768,I29029,L768,1
L768,I24023,L768,1
L768,I23981,L768,1
L768,I26464,L768,1
L768,I27452,L768,1
L768,I21956,L768,1
L768,I28991,L768,1
L768,I8168,L768,1
L768,I21723,L768,1
L768,I29016,L768,1
L768,I21664,L768,1
L768,I26445,L768,1
L768,I24007,L768,1
L768,I28971,L768,1
L768,I27418,L768,1
L768,I24005,L768,1
L768,I23215,L768,1
L768,I23220,L768,1
L768,I29052,L768,1
L768,I21631,L768,1
L768,I23982,L768,1
L768,I12648,L768,1
L768,I16352,L768,1
L768,I24055,L768,1
L768,I27429,L768,1
L768,I23963,L768,1
L768,I23223,L768,1
L768,I21916,L768,1
L768,I24011,L768,1
L768,I27422,L768,1
L768,I27427,L768,1
L770,I21923,L770,1
L770,I26456,"L770,L771",2
L770,I27398,"L770,L771",2
L770,I24001,L771,1
L770,I29033,L771,1
L770,I21932,L771,1
L770,I21924,"L770,L771",2
L793,I21923,L793,1
L793,I29009,"L793,L794",2
L795,I21923,L795,1
L795,I26467,L795,1
L795,I24015,L796,1
L795,I27451,L796,1
L795,I27409,L796,1
L795,I28991,L796,1
L795,I26468,L796,1
L795,I16352,L796,1
L795,I21924,L795,1
L795,I28963,"L795,L796",2
L883,I21923,L883,1
L883,I26463,L301,1
L883,I21924,L883,1
L237,I12646,L239,1
L237,I26467,L238,1
L237,I8160,L238,1
L237,I27428,L237,1
L237,I23981,L237,1
L237,I24033,L238,1
L237,I21932,L237,1
L237,I21924,L238,1
L237,I27404,L237,1
L1035,I12646,L1035,1
L1035,I21689,L1035,1
L1035,I21640,L1035,1
L1035,I29035,L1035,1
L1035,I26440,L1035,1
L1035,I21672,L1035,1
L1035,I24010,L1035,1
L1035,I27379,L1035,1
L1035,I27442,L1035,1
L1035,I21680,L1035,1
L1035,I8130,L1035,1
L1035,I23253,L1035,1
L1035,I21687,L1035,1
L1035,I24018,L1035,1
L1035,I24031,L1035,1
L1035,I23231,L1035,1
L1035,I26458,L1035,1
L1035,I21664,L1035,1
L1035,I23240,L1035,1
L1035,I27437,L1035,1
L364,I29025,"L363,L364,L365",3
L364,I8135,L365,1
L364,I29018,L365,1
L364,I27396,L364,1
L364,I23966,"L363,L364",2
L364,I26432,L364,1
L364,I26456,L364,1
L364,I21672,L364,1
L364,I29032,L364,1
L364,I24030,L364,1
L364,I21680,L364,1
L364,I27395,L366,1
L364,I27449,L364,1
L364,I29038,L365,1
L364,I21662,L364,1
L364,I27443,L365,1
L364,I28973,L365,1
L364,I23210,L365,1
L364,I23965,"L363,L364",2
L364,I21932,L364,1
L364,I23232,L364,1
L364,I27435,L364,1
L364,I29047,"L363,L364",2
L364,I23963,"L363,L364",2
L364,I21679,L364,1
L364,I9733,L364,1
L364,I28963,L364,1
L83,I29025,"L82,L83",2
L83,I21919,L83,1
L83,I24050,"L82,L83",2
L83,I26464,"L82,L83",2
L83,I23984,L82,1
L551,I29025,"L551,L552",2
L551,I24052,"L551,L552",2
L551,I26440,L552,1
L551,I26456,L552,1
L551,I27428,L552,1
L551,I23226,L552,1
L551,I12623,L552,1
L551,I23980,L551,1
L551,I21631,L552,1
L551,I23982,L551,1
L551,I21679,L552,1
L551,I26413,L551,1
L796,I29025,L795,1
L796,I26456,L795,1
L796,I27445,L795,1
L796,I27449,L795,1
L796,I24028,L795,1
L796,I29037,L795,1
L796,I29054,"L795,L796",2
L751,I26385,"L751,L752",2
L751,I28984,"L751,L752",2
L751,I24009,L752,1
L751,I28997,"L751,L752",2
L751,I16352,"L751,L752",2
L974,I27440,L973,1
L974,I29032,L973,1
L974,I23232,L973,1
L369,I27440,L369,1
L369,I23999,L369,1
L369,I21640,L369,1
L369,I29032,L369,1
L369,I27442,"L368,L369",2
L369,I21952,L369,1
L369,I21687,L369,1
L369,I27414,L369,1
L369,I21935,L369,1
L369,I21638,L369,1
L369,I21959,L369,1
L369,I21913,L369,1
L369,I27428,"L368,L369",2
L369,I26458,L369,1
L369,I21956,L369,1
L369,I21932,L369,1
L369,I27406,"L367,L368,L369",3
L369,I23223,L369,1
L369,I27457,L368,1
L177,I27440,L176,1
L177,I23967,L177,1
L177,I26440,"L176,L177",2
L177,I26456,L176,1
L177,I24018,L177,1
L177,I26387,L176,1
L177,I26464,"L176,L177",2
L177,I29052,L176,1
L177,I28963,L177,1
L176,I27440,L176,1
L176,I26440,L176,1
L176,I26390,"L176,L177",2
L176,I27458,L175,1
L176,I27425,L176,1
L176,I23212,L177,1
L176,I23231,L176,1
L176,I21662,L176,1
L176,I26387,L176,1
L176,I23981,"L175,L176,L177",3
L176,I29006,"L175,L176,L177",3
L176,I26380,L176,1
L176,I29052,L176,1
L176,I23251,L175,1
L46,I27440,L47,1
L46,I8135,L46,1
L46,I21689,"L46,L47",2
L46,I27396,L47,1
L46,I21672,L46,1
L46,I23239,L46,1
L46,I27407,L47,1
L46,I27442,L46,1
L46,I24038,L47,1
L46,I27445,L47,1
L46,I8165,L46,1
L46,I21680,L46,1
L46,I24020,"L46,L47",2
L46,I21681,L46,1
L46,I21952,L47,1
L46,I24057,"L46,L47",2
L46,I21918,L47,1
L46,I23230,"L46,L47",2
L46,I21935,L46,1
L46,I8131,L46,1
L46,I26467,L47,1
L46,I21957,L47,1
L46,I27456,L47,1
L46,I26374,L47,1
L46,I29048,L47,1
L46,I21959,L46,1
L46,I21913,L47,1
L46,I23226,L47,1
L46,I23250,L47,1
L46,I27453,L47,1
L46,I23980,L47,1
L46,I21705,"L46,L47",2
L46,I23212,L46,1
L46,I24025,"L46,L47",2
L46,I21712,L47,1
L46,I24050,L46,1
L46,I27417,"L46,L47",2
L46,I27451,L47,1
L46,I27443,L47,1
L46,I26458,L46,1
L46,I21939,L46,1
L46,I21956,L47,1
L46,I8168,L47,1
L46,I24053,L46,1
L46,I24033,L47,1
L46,I26379,L47,1
L46,I27418,L47,1
L46,I27434,L47,1
L46,I21925,L47,1
L46,I23215,L47,1
L46,I21631,L46,1
L46,I23232,L46,1
L46,I23251,L46,1
L46,I21697,L46,1
L46,I26459,L46,1
L46,I26413,L47,1
L46,I21929,L46,1
L46,I27457,L47,1
L500,I27440,L501,1
L500,I21689,L500,1
L500,I26376,L501,1
L500,I23998,L501,1
L500,I26432,L501,1
L500,I26440,L501,1
L500,I26456,L500,1
L500,I21672,"L500,L501",2
L500,I21654,"L500,L501",2
L500,I23239,L500,1
L500,I27442,L501,1
L500,I23986,L500,1
L500,I24030,"L500,L501",2
L500,I23227,L501,1
L500,I24020,"L500,L501",2
L500,I21694,L501,1
L500,I24057,L501,1
L500,I23228,L500,1
L500,I23208,L500,1
L500,I21957,L501,1
L500,I21928,L501,1
L500,I23222,"L500,L501",2
L500,I21638,L500,1
L500,I23983,L500,1
L500,I26437,L501,1
L500,I21913,L501,1
L500,I24016,"L500,L501",2
L500,I27431,L501,1
L500,I23226,L501,1
L500,I23250,L501,1
L500,I24040,L500,1
L500,I21705,L501,1
L500,I24025,L501,1
L500,I26408,L500,1
L500,I24050,L501,1
L500,I23231,L501,1
L500,I21662,L501,1
L500,I27417,L500,1
L500,I27451,L501,1
L500,I24012,L501,1
L500,I27443,L501,1
L500,I24009,L501,1
L500,I24023,"L500,L501",2
L500,I8140,L500,1
L500,I26464,L501,1
L500,I24003,"L500,L501",2
L500,I21939,"L500,L501",2
L500,I29011,L501,1
L500,I23216,"L500,L501",2
L500,I28991,L500,1
L500,I8168,L500,1
L500,I21723,"L500,L501",2
L500,I21946,L500,1
L500,I27383,L502,1
L500,I27418,L501,1
L500,I23240,L501,1
L500,I26397,L501,1
L500,I26380,L501,1
L500,I29052,L501,1
L500,I26416,L501,1
L500,I27444,"L500,L501",2
L500,I26420,L501,1
L500,I27406,L500,1
L500,I21670,L501,1
L500,I26413,L501,1
L500,I29037,L501,1
L500,I23964,L501,1
L500,I27422,"L500,L501",2
L500,I27457,L501,1
L48,I27440,L47,1
L48,I21915,L48,1
L48,I23239,L48,1
L48,I26423,L48,1
L48,I24020,L48,1
L48,I21918,L47,1
L48,I29026,"L47,L48",2
L48,I21922,"L47,L48",2
L48,I23230,L48,1
L48,I21947,L48,1
L48,I23995,L48,1
L48,I21959,L48,1
L48,I21913,L47,1
L48,I27428,L48,1
L48,I21919,"L47,L48",2
L48,I23980,"L47,L48",2
L48,I24015,L48,1
L48,I24050,L47,1
L48,I23231,L48,1
L48,I27417,L48,1
L48,I27451,L47,1
L48,I24012,L47,1
L48,I24023,L47,1
L48,I23981,L48,1
L48,I21956,L47,1
L48,I24033,L47,1
L48,I21932,L48,1
L48,I23232,L48,1
L48,I27444,L48,1
L48,I27437,L48,1
L48,I21929,L48,1
L48,I27457,L47,1
L701,I27440,"L701,L702",2
L701,I29048,"L701,L702",2
L701,I23980,"L701,L702",2
L701,I23982,"L701,L702",2
L701,I24045,"L701,L702",2
L702,I27440,L701,1
L702,I23218,"L702,L703",2
L702,I27452,L702,1
L702,I24007,L702,1
L702,I23982,L701,1
L702,I24008,L702,1
L1018,I27440,L1018,1
L1018,I23999,L1018,1
L1018,I26457,"L1017,L1018,L1019",3
L1018,I23980,L1019,1
L1018,I23215,L1018,1
L1018,I24045,L1018,1
L1018,I27427,L1018,1
L108,I27440,L108,1
L108,I26456,L108,1
L108,I26457,"L108,L109",2
L108,I26408,L108,1
L108,I21929,L108,1
L108,I24045,L108,1
L313,I27440,L313,1
L313,I27442,L313,1
L313,I8165,L313,1
L313,I27453,L313,1
L313,I24023,L313,1
L313,I26458,L313,1
L313,I29011,L313,1
L313,I8168,L313,1
L313,I24033,L313,1
L313,I24005,L313,1
L313,I21925,L313,1
L313,I27435,L313,1
L313,I27406,L313,1
L313,I24045,L313,1
L313,I27427,L313,1
L403,I27440,L403,1
L403,I29009,L404,1
L403,I24010,L403,1
L403,I28989,L403,1
L403,I23226,L403,1
L419,I27440,L419,1
L419,I23224,L419,1
L419,I23967,L419,1
L419,I26432,L419,1
L419,I26456,"L419,L420",2
L419,I21672,L419,1
L419,I29057,L420,1
L419,I27398,L419,1
L419,I24020,L419,1
L419,I21918,L419,1
L419,I23253,L420,1
L419,I27420,L419,1
L419,I23228,L419,1
L419,I27456,L419,1
L419,I27425,L420,1
L419,I21913,L419,1
L419,I23246,L419,1
L419,I23980,L419,1
L419,I21705,L419,1
L419,I23212,L419,1
L419,I21712,L420,1
L419,I27403,L420,1
L419,I23225,L420,1
L419,I27409,L419,1
L419,I23217,L420,1
L419,I21920,L420,1
L419,I21946,"L419,L420",2
L419,I21664,L419,1
L419,I28990,L420,1
L419,I26380,L420,1
L419,I27405,L419,1
L419,I29052,"L419,L420",2
L419,I23982,L419,1
L419,I27368,L419,1
L419,I23963,"L419,L420",2
L419,I24045,"L419,L421",2
L843,I27440,L843,1
L843,I24045,L843,1
L244,I26393,L244,1
L244,I21656,L244,1
L244,I21638,"L243,L244",2
L244,I26437,L244,1
L244,I23226,L244,1
L244,I24037,"L243,L244",2
L244,I23212,L244,1
L244,I29011,L243,1
L244,I21946,L244,1
L244,I21664,L244,1
L244,I21631,L243,1
L244,I9733,"L243,L244",2
L244,I27427,L244,1
L478,I26393,L478,1
L478,I26456,L479,1
L478,I29031,L479,1
L478,I21656,L478,1
L478,I23980,L478,1
L478,I26380,L478,1
L478,I23982,L478,1
L478,I28964,L478,1
L915,I26393,L915,1
L915,I12647,L915,1
L915,I21656,"L915,L916",2
L927,I26393,L927,1
L927,I26456,L928,1
L927,I23230,L927,1
L927,I21656,"L927,L928",2
L927,I23980,L928,1
L927,I27452,"L927,L928",2
L927,I21664,L929,1
L927,I23215,L927,1
L927,I23982,L928,1
L340,I26393,L340,1
L340,I27384,"L340,L341",2
L340,I26440,L340,1
L340,I24027,L340,1
L340,I29056,L341,1
L340,I21705,L340,1
L340,I23231,L341,1
L340,I23217,L340,1
L340,I27368,L340,1
L340,I23963,L340,1
L340,I23964,L340,1
L357,I26393,"L355,L356,L357",3
L357,I26390,"L355,L356",2
L357,I24027,L356,1
L357,I24020,"L356,L357",2
L357,I28989,L356,1
L357,I27420,"L356,L357",2
L357,I27414,L357,1
L357,I27409,L357,1
L357,I26418,"L355,L356,L357",3
L357,I28964,L356,1
L357,I28979,L357,1
L164,I26393,L163,1
L163,I26393,L163,1
L163,I26463,L164,1
L163,I28994,"L163,L164",2
L163,I28963,"L163,L164",2
L605,I27384,L606,1
L605,I21654,"L605,L606",2
L605,I21641,L606,1
L605,I28968,L605,1
L605,I27436,L605,1
L326,I27384,L326,1
L326,I27442,L326,1
L326,I27376,L326,1
L326,I21662,L328,1
L326,I26458,L326,1
L326,I27368,L326,1
L606,I27384,L606,1
L606,I27408,"L605,L606",2
L606,I21631,L605,1
L352,I27384,"L352,L353",2
L352,I27368,L352,1
