exclude,exclude_query,query_genus,query_family,query_subfamily,exclude_target,target_genus,target_family,target_subfamily,i_query,i_target,c_contaminated_score,composite_score,query_qubit,target_qubit,concentration_difference,concentration_ratio,plate_query,plate_target,query_plate_x,query_plate_y,target_plate_x,target_plate_y,qt_plate_distance,overlap_type,s_locus_overlap,s_same_locus,s_proportional_length,s_taxon_difference,s_plate_similarity,x_concentration_difference,s_concentration_ratio,s_proportional_difference,s_column_identity,cs_exact_match_different_locus,query_locus,target_locus,percent_similarity,length_of_match,query_length,target_length,unmatched_basepairs,gap_open,qstart,qend,tstart,tend,evalue,ucd_genus_query_id,ucd_genus_target_id,target_seq,query_seq
0,0,Scutellista,Pteromalidae,Eunotinae,0,Cephaleta,Pteromalidae,Eunotinae,I8169,I27407,0,2,,0.304,,,,5,10,9,3,6,,H,1,1,0,0,0,0,0,0,0,1,L566,L566,95.59,136,947,863,6,0,688,823,728,863,3.00E-58,456572,456437,L566_MERG00289_0101_SUPERCONTIG,L566_MERG00283_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L566,L566,99.58,713,1093,713,3,0,247,959,1,713,0.0,456215,456737,L566_MERG00310_0101_SUPERCONTIG,L566_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L566,L566,99.58,713,713,1093,3,0,1,713,247,959,0.0,456737,456215,L566_MERG00314_0101_SUPERCONTIG,L566_MERG00310_0101_SUPERCONTIG
0,0,Ogloblinisca,Pteromalidae,Pteromalinae,0,Plutothrix,Pteromalidae,Pteromalinae,I8168,I21925,0,2,,14.3,,,,,10,8,6,0,,G,1,1,0,0,0,0,0,0,0,1,L566,L566,97.01,134,724,1214,4,0,1,134,144,277,1.00E-60,457883,456219,L566_MERG00338_0101_SUPERCONTIG,L566_MERG00341_0101_SUPERCONTIG
0,0,Tanaostigma,Tanaostigmatidae,,0,Tanaostigmodes,Tanaostigmatidae,,I8171,I23223,1,3,,0.436,,,,2,10,11,1,4,,D,1,1,1,0,0,0,0,0,0,1,L566,L566,99.88,808,808,1129,1,0,1,808,169,976,0.0,457097,457060,L566_MERG00362_0101_SUPERCONTIG,L566_MERG00363_0101_SUPERCONTIG
0,0,Tanaostigmodes,Tanaostigmatidae,,0,Tanaostigma,Tanaostigmatidae,,I23223,I8171,1,3,0.436,,,,2,,1,4,10,11,,C,1,1,1,0,0,0,0,0,0,1,L566,L566,99.88,808,1129,808,1,0,169,976,1,808,0.0,457060,457097,L566_MERG00363_0101_SUPERCONTIG,L566_MERG00362_0101_SUPERCONTIG
0,0,Naumanniola,Eulophidae,Eulophinae,0,Zagrammosoma,Eulophidae,Eulophinae,I27409,I21695,0,2,0.358,0.251,0.107,0.701,5,0.5,3,8,5,5,,H,1,1,0,0,0,0,0,0,0,1,L567,L567,96.83,63,914,1556,2,0,852,914,991,1053,2.00E-24,457796,456589,L567_MERG00126_0101_SUPERCONTIG,L567_MERG00129_0101_SUPERCONTIG
0,0,Acanthochalcis,Chalcididae,Cratocentrinae,0,Cratocentrus,Chalcididae,Cratocentrinae,I23977,I23233,0,2,8.68,,,,3,2,1,3,2,2,,G,1,1,0,0,0,0,0,0,0,1,L568,L568,97.81,366,942,972,8,0,297,662,421,786,0.0,456131,456856,L568_MERG00055_0101_SUPERCONTIG,L568_MERG00061_0101_SUPERCONTIG
0,0,Chalcis,Chalcididae,Chalcidinae,0,Conura,Chalcididae,Chalcidinae,I26423,I21694,0,3,1.71,0.989,0.721,0.578,4,0.5,4,2,5,4,,G,1,1,0,0,0,0,0,0,0,1,L568,L568,96.70,364,1332,1429,12,0,426,789,646,1009,7.00E-175,456745,456545,L568_MERG00059_0101_SUPERCONTIG,L568_MERG00060_0101_SUPERCONTIG
0,0,Conura,Chalcididae,Chalcidinae,0,Chalcis,Chalcididae,Chalcidinae,I21694,I26423,0,3,0.989,1.71,-0.721,0.578,0.5,4,5,4,4,2,,G,1,1,0,0,0,0,0,0,0,1,L568,L568,96.70,364,1429,1332,12,0,646,1009,426,789,8.00E-175,456545,456745,L568_MERG00060_0101_SUPERCONTIG,L568_MERG00059_0101_SUPERCONTIG
0,0,Cratocentrus,Chalcididae,Cratocentrinae,0,Acanthochalcis,Chalcididae,Cratocentrinae,I23233,I23977,0,2,,8.68,,,2,3,2,2,1,3,,G,1,1,0,0,0,0,0,0,0,1,L568,L568,97.81,366,972,942,8,0,421,786,297,662,0.0,456856,456131,L568_MERG00061_0101_SUPERCONTIG,L568_MERG00055_0101_SUPERCONTIG
0,0,nr Bofuria,Pteromalidae,Colotrechninae,0,Colotrechnus,Pteromalidae,Colotrechninae,I24041,I21681,0,3,1.03,,,,3,0.5,6,7,4,3,,G,1,1,0,0,0,0,0,1,0,1,L568,L568,100.00,60,858,1338,0,0,1,60,801,742,4.00E-26,"",457013,L568_MERG00264_0101_SUPERCONTIG,L568_MERG00266_0101_SUPERCONTIG
0,0,Colotrechnus,Pteromalidae,Colotrechninae,0,nr Bofuria,Pteromalidae,Colotrechninae,I21681,I24041,0,3,,1.03,,,0.5,3,4,3,6,7,,H,1,1,0,0,0,0,0,1,0,1,L568,L568,100.00,60,1338,858,0,0,742,801,60,1,7.00E-26,457013,"",L568_MERG00266_0101_SUPERCONTIG,L568_MERG00264_0101_SUPERCONTIG
0,0,Netomocera,Pteromalidae,Diparinae,0,Cyrtogaster,Pteromalidae,Pteromalinae,I23217,I21918,1,4,0.134,0.408,-0.274,0.328,2,1,0,10,0,6,,B,1,1,0,1,0,0,0,0,0,1,L568,L568,97.30,74,1144,1028,2,0,168,241,1,74,2.00E-30,457857,456956,L568_MERG00273_0101_SUPERCONTIG,L568_MERG00344_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L568,L568,97.82,827,1066,827,18,0,162,988,1,827,0.0,456215,456737,L568_MERG00310_0101_SUPERCONTIG,L568_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L568,L568,97.82,827,827,1066,18,0,1,827,162,988,0.0,456737,456215,L568_MERG00314_0101_SUPERCONTIG,L568_MERG00310_0101_SUPERCONTIG
0,0,Homoporus,Pteromalidae,Pteromalinae,0,Pteromalus,Pteromalidae,Pteromalinae,I21919,I23232,0,3,0.33,0.770,-0.44,0.429,1,2,0,7,2,1,,G,1,1,0,0,0,0,0,0,0,1,L568,L568,95.62,274,1151,1135,12,0,25,298,4,277,7.00E-125,456552,456793,L568_MERG00336_0101_SUPERCONTIG,L568_MERG00342_0101_SUPERCONTIG
0,0,Pteromalus,Pteromalidae,Pteromalinae,0,Homoporus,Pteromalidae,Pteromalinae,I23232,I21919,0,3,0.770,0.33,0.44,0.429,2,1,2,1,0,7,,G,1,1,0,0,0,0,0,0,0,1,L568,L568,95.62,274,1135,1151,12,0,4,277,25,298,6.00E-125,456793,456552,L568_MERG00342_0101_SUPERCONTIG,L568_MERG00336_0101_SUPERCONTIG
0,0,Diaziella,Pteromalidae,Sycoecinae,0,Pteromalus,Pteromalidae,Pteromalinae,I21641,I23232,1,4,0.359,0.770,-0.411,0.466,0.5,2,1,0,2,1,,G,1,1,0,1,0,0,0,0,0,1,L568,L568,98.46,65,1097,1135,1,0,1,65,207,271,4.00E-27,457108,456793,L568_MERG00349_0101_SUPERCONTIG,L568_MERG00342_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,1,3,,,,,,,3,5,1,5,,G,1,1,1,0,0,0,0,0,0,1,L569,L569,95.02,943,1073,965,31,8,2,944,39,965,0.0,457012,456824,L569_MERG00097_0101_SUPERCONTIG,L569_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,1,3,,,,,,,1,5,3,5,,G,1,1,1,0,0,0,0,0,0,1,L569,L569,95.02,943,965,1073,31,8,39,965,2,944,0.0,456824,457012,L569_MERG00099_0101_SUPERCONTIG,L569_MERG00097_0101_SUPERCONTIG
0,0,Lanthanomyia,Pteromalidae,Coelocybinae,0,Ormocerus,Pteromalidae,Pteromalinae,I24040,I24033,2,4,0.464,5.36,-4.896,0.087,3,3,6,6,5,11,11.045,G,1,1,0,1,1,0,0,0,0,1,L569,L569,95.41,196,751,727,9,0,289,484,275,470,9.00E-87,457618,457512,L569_MERG00259_0101_SUPERCONTIG,L569_MERG00318_0101_SUPERCONTIG
0,0,Neapterolelaps,Pteromalidae,Cleonyminae,0,Keirana,Pteromalidae,Keiraninae,I24023,I27453,1,3,3.59,4.61,-1.02,0.779,3,5,5,1,7,5,,G,1,1,0,1,0,0,0,0,0,1,L569,L569,95.45,198,711,670,9,0,253,450,284,481,7.00E-88,456597,457584,L569_MERG00272_0101_SUPERCONTIG,L569_MERG00299_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,0,3,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,G,1,1,0,0,0,1,1,0,0,1,L569,L569,97.94,678,800,741,13,1,1,677,64,741,0.0,456215,456737,L569_MERG00310_0101_SUPERCONTIG,L569_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,0,3,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,A,1,1,0,0,0,1,1,0,0,1,L569,L569,97.94,678,741,800,13,1,64,741,1,677,0.0,456737,456215,L569_MERG00314_0101_SUPERCONTIG,L569_MERG00310_0101_SUPERCONTIG
0,0,Sycoscapter,Pteromalidae,Pteromalinae,0,Dibrachys,Pteromalidae,Pteromalinae,I21697,I21922,0,2,0.106,0.150,-0.044,0.707,0.5,1,5,7,0,10,,G,1,1,0,0,0,0,0,0,0,1,L569,L569,95.54,112,985,1337,5,0,1,112,61,172,1.00E-46,456482,456550,L569_MERG00352_0101_SUPERCONTIG,L569_MERG00332_0101_SUPERCONTIG
0,0,Tanaostigma,Tanaostigmatidae,,0,Tanaostigmodes,Tanaostigmatidae,,I8171,I23223,1,3,,0.436,,,,2,10,11,1,4,,A,1,1,1,0,0,0,0,0,0,1,L569,L569,99.88,832,865,926,1,0,34,865,1,832,0.0,457097,457060,L569_MERG00362_0101_SUPERCONTIG,L569_MERG00363_0101_SUPERCONTIG
0,0,Tanaostigmodes,Tanaostigmatidae,,0,Tanaostigma,Tanaostigmatidae,,I23223,I8171,1,3,0.436,,,,2,,1,4,10,11,,G,1,1,1,0,0,0,0,0,0,1,L569,L569,99.88,832,926,865,1,0,1,832,34,865,0.0,457060,457097,L569_MERG00363_0101_SUPERCONTIG,L569_MERG00362_0101_SUPERCONTIG
0,0,Krombeinius,Perilampidae,Perilampinae,0,Perilampus,Perilampidae,Perilampinae,I24018,I12630,0,2,0.0368,,,,3,,4,8,2,0,,G,1,1,0,0,0,0,0,0,0,1,L56,L56,97.33,75,879,1330,2,0,39,113,1256,1330,5.00E-31,457604,456225,L56_MERG00222_0101_SUPERCONTIG,L56_MERG00220_0101_SUPERCONTIG
0,0,Sympiesis,Eulophidae,Eulophinae,0,Pnigalio,Eulophidae,Eulophinae,I21679,I21932,0,3,1.274,0.452,0.822,0.355,,1,5,11,1,7,,G,1,1,0,0,0,0,0,0,0,1,L570,L570,95.34,236,960,696,11,0,274,509,243,478,1.00E-105,456533,456858,L570_MERG00128_0101_SUPERCONTIG,L570_MERG00127_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L570,L570,96.89,547,856,547,16,1,110,655,1,547,0.0,456215,456737,L570_MERG00310_0101_SUPERCONTIG,L570_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L570,L570,96.89,547,547,856,16,1,1,547,110,655,0.0,456737,456215,L570_MERG00314_0101_SUPERCONTIG,L570_MERG00310_0101_SUPERCONTIG
0,0,Dibrachys,Pteromalidae,Pteromalinae,0,Habritys,Pteromalidae,Pteromalinae,I21922,I21959,1,3,0.150,0.200,-0.05,0.75,1,1,0,10,3,9,4.243,H,1,1,0,0,1,0,0,0,0,1,L570,L570,97.25,218,1297,1131,6,0,991,1208,903,1120,9.00E-104,456550,457125,L570_MERG00332_0101_SUPERCONTIG,L570_MERG00334_0101_SUPERCONTIG
0,0,Diconocara,Pteromalidae,Pteromalinae,0,Cyrtogaster,Pteromalidae,Pteromalinae,I28989,I21918,0,2,0.295,0.408,-0.113,0.723,6,1,2,4,0,6,,H,1,1,0,0,0,0,0,0,0,1,L570,L570,97.73,88,677,1104,2,0,590,677,944,1031,2.00E-38,457117,456956,L570_MERG00333_0101_SUPERCONTIG,L570_MERG00344_0101_SUPERCONTIG
0,0,Coruna,Pteromalidae,Pteromalinae,0,Homoporus,Pteromalidae,Pteromalinae,I21952,I21919,1,3,0.184,0.33,-0.146,0.558,1,1,3,2,0,7,4.243,H,1,1,0,0,1,0,0,0,0,1,L570,L570,96.59,88,1186,1050,3,0,1009,1096,963,1050,2.00E-36,457038,456552,L570_MERG00345_0101_SUPERCONTIG,L570_MERG00336_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,2,,,,,,,3,5,1,5,,G,1,1,0,0,0,0,0,0,0,1,L571,L571,96.09,742,984,990,27,1,1,740,43,784,0.0,457012,456824,L571_MERG00097_0101_SUPERCONTIG,L571_MERG00099_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,3,,,,,,,3,5,1,5,,H,1,1,0,0,0,0,0,1,0,1,L571,L571,100.00,77,984,990,0,0,908,984,601,677,2.00E-35,457012,456824,L571_MERG00097_0101_SUPERCONTIG,L571_MERG00099_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,0,2,,,,,,,3,5,1,5,,H,1,1,0,0,0,0,0,0,0,1,L571,L571,97.40,77,984,990,2,0,494,570,914,990,3.00E-32,457012,456824,L571_MERG00097_0101_SUPERCONTIG,L571_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,A,1,1,0,0,0,0,0,0,0,1,L571,L571,96.09,742,990,984,27,1,43,784,1,740,0.0,456824,457012,L571_MERG00099_0101_SUPERCONTIG,L571_MERG00097_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,3,,,,,,,1,5,3,5,,H,1,1,0,0,0,0,0,1,0,1,L571,L571,100.00,77,990,984,0,0,601,677,908,984,2.00E-35,456824,457012,L571_MERG00099_0101_SUPERCONTIG,L571_MERG00097_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,0,2,,,,,,,1,5,3,5,,H,1,1,0,0,0,0,0,0,0,1,L571,L571,97.40,77,990,984,2,0,914,990,494,570,3.00E-32,456824,457012,L571_MERG00099_0101_SUPERCONTIG,L571_MERG00097_0101_SUPERCONTIG
0,0,Pseudometagea,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I21631,I12647,0,2,0.509,,,,0.5,,0,2,3,5,,H,1,1,0,0,0,0,0,0,0,1,L571,L571,98.70,77,842,984,1,0,525,601,908,984,6.00E-34,457732,457012,L571_MERG00101_0101_SUPERCONTIG,L571_MERG00097_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,G,1,1,1,0,0,1,1,0,0,1,L571,L571,99.39,491,607,512,3,0,1,491,22,512,0.0,456215,456737,L571_MERG00310_0101_SUPERCONTIG,L571_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,A,1,1,1,0,0,1,1,0,0,1,L571,L571,99.39,491,512,607,3,0,22,512,1,491,0.0,456737,456215,L571_MERG00314_0101_SUPERCONTIG,L571_MERG00310_0101_SUPERCONTIG
0,0,Protanaostigma,Tanaostigmatidae,,0,Tanaostigmodes,Tanaostigmatidae,,I23220,I23223,1,4,0.444,0.436,0.008,0.982,2,2,1,1,1,4,2.0,H,1,1,0,0,1,0,0,0,1,1,L571,L571,95.38,65,756,1026,3,0,692,756,822,886,6.00E-24,458084,457060,L571_MERG00361_0101_SUPERCONTIG,L571_MERG00363_0101_SUPERCONTIG
0,0,Tanaostigma,Tanaostigmatidae,,0,Tanaostigmodes,Tanaostigmatidae,,I8171,I23223,1,3,,0.436,,,,2,10,11,1,4,,D,1,1,1,0,0,0,0,0,0,1,L571,L571,99.73,373,373,1026,1,0,1,373,262,634,0.0,457097,457060,L571_MERG00362_0101_SUPERCONTIG,L571_MERG00363_0101_SUPERCONTIG
0,0,Tanaostigmodes,Tanaostigmatidae,,0,Tanaostigma,Tanaostigmatidae,,I23223,I8171,1,3,0.436,,,,2,,1,4,10,11,,C,1,1,1,0,0,0,0,0,0,1,L571,L571,99.73,373,1026,373,1,0,262,634,1,373,0.0,457060,457097,L571_MERG00363_0101_SUPERCONTIG,L571_MERG00362_0101_SUPERCONTIG
0,0,Ufens,Trichogrammatidae,Oligositinae,0,Polistomorpha,Leucospidae,,I27392,I29055,1,4,0.172,8.18,-8.008,0.021,5,6,2,3,7,10,,G,1,1,0,1,0,1,1,0,0,1,L571,L571,95.56,135,718,552,6,0,271,405,116,250,7.00E-58,456852,457646,L571_MERG00398_0101_SUPERCONTIG,L571_MERG00178_0101_SUPERCONTIG
0,0,Psilochalcis,Chalcididae,Haltichellinae,0,Lasiochalcidia,Chalcididae,Haltichellinae,I23982,I23980,1,4,3.40,7.20,-3.8,0.472,3,3,1,8,1,6,2.0,G,1,1,0,0,1,0,0,0,1,1,L572,L572,95.22,586,697,621,28,0,49,634,36,621,0.0,456854,456412,L572_MERG00070_0101_SUPERCONTIG,L572_MERG00071_0101_SUPERCONTIG
0,0,Lasiochalcidia,Chalcididae,Haltichellinae,0,Psilochalcis,Chalcididae,Haltichellinae,I23980,I23982,1,4,7.20,3.40,3.8,0.472,3,3,1,6,1,8,2.0,G,1,1,0,0,1,0,0,0,1,1,L572,L572,95.22,586,621,697,28,0,36,621,49,634,0.0,456412,456854,L572_MERG00071_0101_SUPERCONTIG,L572_MERG00070_0101_SUPERCONTIG
0,0,Neochrysocharis,Eulophidae,Entedoninae,0,Chrysocharis,Eulophidae,Entedoninae,I27408,I23227,1,4,0.308,0.842,-0.534,0.366,5,2,3,7,1,8,,G,1,1,1,0,0,0,0,0,0,1,L572,L572,95.20,333,338,906,16,0,6,338,366,698,1.00E-151,456151,456149,L572_MERG00113_0101_SUPERCONTIG,L572_MERG00112_0101_SUPERCONTIG
0,0,Perilampus,Perilampidae,Perilampinae,0,Steffanolampus,Perilampidae,Perilampinae,I12630,I16359,0,2,,,,,,,2,0,5,6,,G,1,1,0,0,0,0,0,0,0,1,L572,L572,95.18,539,1095,673,24,1,440,978,23,559,0.0,456225,458006,L572_MERG00220_0101_SUPERCONTIG,L572_MERG00221_0101_SUPERCONTIG
0,0,Steffanolampus,Perilampidae,Perilampinae,0,Perilampus,Perilampidae,Perilampinae,I16359,I12630,0,2,,,,,,,5,6,2,0,,G,1,1,0,0,0,0,0,0,0,1,L572,L572,95.18,539,673,1095,24,1,23,559,440,978,0.0,458006,456225,L572_MERG00221_0101_SUPERCONTIG,L572_MERG00220_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L572,L572,99.48,776,1230,776,4,0,83,858,1,776,0.0,456215,456737,L572_MERG00310_0101_SUPERCONTIG,L572_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L572,L572,99.48,776,776,1230,4,0,1,776,83,858,0.0,456737,456215,L572_MERG00314_0101_SUPERCONTIG,L572_MERG00310_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,1,3,,,,,,,3,5,1,5,,G,1,1,1,0,0,0,0,0,0,1,L573,L573,96.58,1434,1507,1612,44,5,4,1432,179,1612,0.0,457012,456824,L573_MERG00097_0101_SUPERCONTIG,L573_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,1,3,,,,,,,1,5,3,5,,G,1,1,1,0,0,0,0,0,0,1,L573,L573,96.58,1434,1612,1507,44,5,179,1612,4,1432,0.0,456824,457012,L573_MERG00099_0101_SUPERCONTIG,L573_MERG00097_0101_SUPERCONTIG
0,0,Lambdobregma,Eupelmidae,Neanastatinae,0,Ischiodasys,Mymaridae,,I29038,I26386,2,6,2.16,.0793,2.081,0.037,6,4,6,5,1,1,,D,1,1,1,1,0,0,1,1,0,1,L573,L573,100.00,258,258,830,0,0,1,258,329,586,1.00E-136,456921,457549,L573_MERG00154_0101_SUPERCONTIG,L573_MERG00200_0101_SUPERCONTIG
2,1,Arescon,Mymaridae,,1,Notanisus,Pteromalidae,Cleonyminae,I29018,I29011,3,7,1.64,0.97,0.67,0.591,6,6,4,9,4,2,8.0,D,1,1,1,1,1,0,0,1,1,1,L573,L573,100.00,283,283,740,0,0,1,283,308,590,1.00E-150,456417,456304,L573_MERG00191_0101_SUPERCONTIG,L573_MERG00251_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L573,L573,99.34,755,1043,755,5,0,118,872,1,755,0.0,456215,456737,L573_MERG00310_0101_SUPERCONTIG,L573_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L573,L573,99.34,755,755,1043,5,0,1,755,118,872,0.0,456737,456215,L573_MERG00314_0101_SUPERCONTIG,L573_MERG00310_0101_SUPERCONTIG
0,0,Tanaostigma,Tanaostigmatidae,,0,Tanaostigmodes,Tanaostigmatidae,,I8171,I23223,1,3,,0.436,,,,2,10,11,1,4,,D,1,1,1,0,0,0,0,0,0,1,L573,L573,99.85,684,684,1050,1,0,1,684,279,962,0.0,457097,457060,L573_MERG00362_0101_SUPERCONTIG,L573_MERG00363_0101_SUPERCONTIG
0,0,Tanaostigmodes,Tanaostigmatidae,,0,Tanaostigma,Tanaostigmatidae,,I23223,I8171,1,3,0.436,,,,2,,1,4,10,11,,C,1,1,1,0,0,0,0,0,0,1,L573,L573,99.85,684,1050,684,1,0,279,962,1,684,0.0,457060,457097,L573_MERG00363_0101_SUPERCONTIG,L573_MERG00362_0101_SUPERCONTIG
0,0,Leiosema,Eucharitidae,Oraseminae,0,Australosema,Eucharitidae,Oraseminae,I16357,I12626,1,3,,,,,,,5,4,1,8,,D,1,1,1,0,0,0,0,0,0,1,L574,L574,97.98,198,198,1133,4,0,1,198,475,672,9.00E-97,457632,456610,L574_MERG00107_0101_SUPERCONTIG,L574_MERG00106_0101_SUPERCONTIG
0,0,Masneroma,Eurytomidae,Eurytominae,0,Eurytoma,Eurytomidae,Eurytominae,I24015,I8160,0,2,4.32,,,,3,,4,5,10,0,,G,1,1,0,0,0,0,0,0,0,1,L574,L574,95.59,544,583,763,18,2,12,550,221,763,0.0,457696,456255,L574_MERG00166_0101_SUPERCONTIG,L574_MERG00165_0101_SUPERCONTIG
0,0,Aeschylia,Pteromalidae,Ormocerinae,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,I26443,I27454,1,4,1.26,8.82,-7.56,0.143,4,5,5,10,7,6,,C,1,1,1,0,0,1,1,0,0,1,L574,L574,98.87,797,1369,797,9,0,195,991,1,797,0.0,456215,456737,L574_MERG00310_0101_SUPERCONTIG,L574_MERG00314_0101_SUPERCONTIG
0,0,Brachyscelidiphaga,Pteromalidae,Ormocerinae,0,Aeschylia,Pteromalidae,Ormocerinae,I27454,I26443,1,4,8.82,1.26,7.56,0.143,5,4,7,6,5,10,,D,1,1,1,0,0,1,1,0,0,1,L574,L574,98.87,797,797,1369,9,0,1,797,195,991,0.0,456737,456215,L574_MERG00314_0101_SUPERCONTIG,L574_MERG00310_0101_SUPERCONTIG
0,0,Tanaostigma,Tanaostigmatidae,,0,Tanaostigmodes,Tanaostigmatidae,,I8171,I23223,1,3,,0.436,,,,2,10,11,1,4,,D,1,1,1,0,0,0,0,0,0,1,L574,L574,99.66,592,592,1116,2,0,1,592,225,816,0.0,457097,457060,L574_MERG00362_0101_SUPERCONTIG,L574_MERG00363_0101_SUPERCONTIG
0,0,Colocharis,Eucharitidae,Eucharitinae,0,Kapala,Eucharitidae,Eucharitinae,I12647,I12623,1,3,,,,,,,3,5,1,5,,A,1,1,1,0,0,0,0,0,0,1,L575,L575,95.87,1113,1218,1135,39,6,109,1216,1,1111,0.0,457012,456824,L575_MERG00097_0101_SUPERCONTIG,L575_MERG00099_0101_SUPERCONTIG
0,0,Kapala,Eucharitidae,Eucharitinae,0,Colocharis,Eucharitidae,Eucharitinae,I12623,I12647,1,3,,,,,,,1,5,3,5,,G,1,1,1,0,0,0,0,0,0,1,L575,L575,95.87,1113,1135,1218,39,6,1,1111,109,1216,0.0,456824,457012,L575_MERG00099_0101_SUPERCONTIG,L575_MERG00097_0101_SUPERCONTIG
