contamination,query_genus,target_genus,query_seq,I# query,target_seq,I# target,%similarity,length of match (bp),mismatch,gapopen, qstart ,qend ,qlength,tstart ,tend ,tlength,evalue,note
,Krombeinius,Heimbra,L553_MERG00222_0101_SUPERCONTIG,I24018,L553_MERG00170_0101_SUPERCONTIG,I24016,100.00,324,0,0,1,324,324,60,383,692,2.00E-173,99.676
,Lelapsomorpha,Cyrtogaster,L553_MERG00260_0101_SUPERCONTIG,I23212,L553_MERG00344_0101_SUPERCONTIG,I21918,96.38,276,10,0,825,1100,1103,656,931,936,2.00E-129,99.724
,Aeschylia,Brachyscelidiphaga,L553_MERG00310_0101_SUPERCONTIG,I26443,L553_MERG00314_0101_SUPERCONTIG,I27454,98.16,705,13,0,294,998,1204,1,705,707,0.0,99.295
,Brachyscelidiphaga,Aeschylia,L553_MERG00314_0101_SUPERCONTIG,I27454,L553_MERG00310_0101_SUPERCONTIG,I26443,98.16,705,13,0,1,705,707,294,998,1204,0.0,99.295
,Sirovena,Premiscogaster,L553_MERG00329_0101_SUPERCONTIG,I29047,L553_MERG00328_0101_SUPERCONTIG,I26380,95.77,189,8,0,289,477,685,501,689,1050,1.00E-84,99.811
,Tanaostigma,Tanaostigmodes,L553_MERG00362_0101_SUPERCONTIG,I8171,L553_MERG00363_0101_SUPERCONTIG,I23223,99.86,709,1,0,1,709,709,177,885,971,0.0,99.291
,Tanaostigmodes,Tanaostigma,L553_MERG00363_0101_SUPERCONTIG,I23223,L553_MERG00362_0101_SUPERCONTIG,I8171,99.86,709,1,0,177,885,971,1,709,709,0.0,99.291
,Exopristoides,Glyphomerus,L553_MERG00371_0101_SUPERCONTIG,I26437,L553_MERG00373_0101_SUPERCONTIG,I24051,95.12,205,8,2,480,683,815,240,443,651,1.00E-89,99.795
,Cales,Torymus,L554_MERG00026_0101_SUPERCONTIG,I29009,L554_MERG00389_0101_SUPERCONTIG,I29037,98.55,346,5,0,1,346,346,1823,2168,2401,9.00E-177,99.654
,Aiolomorphus,Tetramesa,L554_MERG00161_0101_SUPERCONTIG,I21923,L554_MERG00169_0101_SUPERCONTIG,I21916,96.50,2060,56,6,141,2187,2298,3,2059,2059,0.0,97.94
,Eurytoma,Masneroma,L554_MERG00165_0101_SUPERCONTIG,I8160,L554_MERG00166_0101_SUPERCONTIG,I24015,97.24,1230,32,1,1,1230,1232,807,2034,2058,0.0,98.77
,Masneroma,Tetramesa,L554_MERG00166_0101_SUPERCONTIG,I24015,L554_MERG00169_0101_SUPERCONTIG,I21916,95.13,2052,92,5,1,2050,2058,12,2057,2059,0.0,97.948
,Tetramesa,Aiolomorphus,L554_MERG00169_0101_SUPERCONTIG,I21916,L554_MERG00161_0101_SUPERCONTIG,I21923,96.50,2060,56,6,3,2059,2059,141,2187,2298,0.0,97.94
,Bortesia,Bootanelleus,L554_MERG00182_0101_SUPERCONTIG,I26456,L554_MERG00179_0101_SUPERCONTIG,I26432,95.91,1492,44,1,1,1475,1475,811,2302,2706,0.0,98.508
,Euperilampus,Steffanolampus,L554_MERG00215_0101_SUPERCONTIG,I29056,L554_MERG00221_0101_SUPERCONTIG,I16359,96.15,1716,65,1,1,1716,1719,120,1834,2212,0.0,98.284
,Perilampus,Steffanolampus,L554_MERG00219_0101_SUPERCONTIG,I16360,L554_MERG00221_0101_SUPERCONTIG,I16359,95.38,1039,42,3,1,1039,1368,794,1826,2212,0.0,98.961
,Krombeinius,Steffanolampus,L554_MERG00222_0101_SUPERCONTIG,I24018,L554_MERG00221_0101_SUPERCONTIG,I16359,95.07,1907,89,2,95,2001,2046,1,1902,2212,0.0,98.093
,Cleonymus,Notanisus,L554_MERG00245_0101_SUPERCONTIG,I24027,L554_MERG00251_0101_SUPERCONTIG,I29011,95.02,2048,85,5,37,2071,2130,1,2044,2062,0.0,97.952
,Notanisus,Cleonymus,L554_MERG00251_0101_SUPERCONTIG,I29011,L554_MERG00245_0101_SUPERCONTIG,I24027,95.02,2048,85,5,1,2044,2062,37,2071,2130,0.0,97.952
,Omphalodipara,Zeala,L554_MERG00268_0101_SUPERCONTIG,I28973,L554_MERG00269_0101_SUPERCONTIG,I27457,96.50,2173,72,4,249,2419,2545,1,2171,2195,0.0,97.827
,Zeala,Omphalodipara,L554_MERG00269_0101_SUPERCONTIG,I27457,L554_MERG00268_0101_SUPERCONTIG,I28973,96.50,2173,72,4,1,2171,2195,249,2419,2545,0.0,97.827
,Aeschylia,Brachyscelidiphaga,L554_MERG00310_0101_SUPERCONTIG,I26443,L554_MERG00314_0101_SUPERCONTIG,I27454,99.71,2105,6,0,139,2243,2468,1,2105,2116,0.0,97.895
,Brachyscelidiphaga,Aeschylia,L554_MERG00314_0101_SUPERCONTIG,I27454,L554_MERG00310_0101_SUPERCONTIG,I26443,99.71,2105,6,0,1,2105,2116,139,2243,2468,0.0,97.895
,Torymoides,Torymus,L554_MERG00386_0101_SUPERCONTIG,I26413,L554_MERG00389_0101_SUPERCONTIG,I29037,96.34,82,2,1,2308,2389,2389,1761,1841,2401,6.00E-32,99.918
,Pleistodontes,Sycophaga,L555_MERG00003_0101_SUPERCONTIG,I23965,L555_MERG00011_0101_SUPERCONTIG,I23963,100.00,335,0,0,1,335,335,125,459,759,2.00E-179,99.665
,Sycophaga,Pleistodontes,L555_MERG00011_0101_SUPERCONTIG,I23963,L555_MERG00003_0101_SUPERCONTIG,I23965,100.00,335,0,0,125,459,759,1,335,335,5.00E-179,99.665
,Colocharis,Kapala,L555_MERG00097_0101_SUPERCONTIG,I12647,L555_MERG00099_0101_SUPERCONTIG,I12623,98.59,71,1,0,68,138,741,7,77,1108,1.00E-30,99.929
,Kapala,Colocharis,L555_MERG00099_0101_SUPERCONTIG,I12623,L555_MERG00097_0101_SUPERCONTIG,I12647,98.59,71,1,0,7,77,1108,68,138,741,2.00E-30,99.929
,Afroneodipara,Neodipara,L555_MERG00307_0101_SUPERCONTIG,I27401,L555_MERG00308_0101_SUPERCONTIG,I26427,95.25,400,16,3,4,401,640,140,538,889,0.0,99.6
,Neodipara,Afroneodipara,L555_MERG00308_0101_SUPERCONTIG,I26427,L555_MERG00307_0101_SUPERCONTIG,I27401,95.25,400,16,3,140,538,889,4,401,640,0.0,99.6
,Aeschylia,Brachyscelidiphaga,L555_MERG00310_0101_SUPERCONTIG,I26443,L555_MERG00314_0101_SUPERCONTIG,I27454,98.68,756,10,0,194,949,1156,1,756,756,0.0,99.244
,Brachyscelidiphaga,Aeschylia,L555_MERG00314_0101_SUPERCONTIG,I27454,L555_MERG00310_0101_SUPERCONTIG,I26443,98.68,756,10,0,1,756,756,194,949,1156,0.0,99.244
,Tanaostigma,Tanaostigmodes,L555_MERG00362_0101_SUPERCONTIG,I8171,L555_MERG00363_0101_SUPERCONTIG,I23223,100.00,701,0,0,1,701,701,118,818,853,0.0,99.299
,Tanaostigmodes,Tanaostigma,L555_MERG00363_0101_SUPERCONTIG,I23223,L555_MERG00362_0101_SUPERCONTIG,I8171,100.00,701,0,0,118,818,853,1,701,701,0.0,99.299
,Colocharis,Kapala,L556_MERG00097_0101_SUPERCONTIG,I12647,L556_MERG00099_0101_SUPERCONTIG,I12623,95.91,709,28,1,31,738,738,1,709,831,0.0,99.291
,Kapala,Colocharis,L556_MERG00099_0101_SUPERCONTIG,I12623,L556_MERG00097_0101_SUPERCONTIG,I12647,95.91,709,28,1,1,709,831,31,738,738,0.0,99.291
,Tetramesa,Aiolomorphus,L556_MERG00169_0101_SUPERCONTIG,I21916,L556_MERG00161_0101_SUPERCONTIG,I21923,96.19,709,26,1,7,714,716,273,981,1140,0.0,99.291
,Perilampus,Steffanolampus,L556_MERG00220_0101_SUPERCONTIG,I12630,L556_MERG00221_0101_SUPERCONTIG,I16359,95.43,919,39,2,1,919,974,17,932,932,0.0,99.081
,Steffanolampus,Perilampus,L556_MERG00221_0101_SUPERCONTIG,I16359,L556_MERG00220_0101_SUPERCONTIG,I12630,95.43,919,39,2,17,932,932,1,919,974,0.0,99.081
,Omphalodipara,Zeala,L556_MERG00268_0101_SUPERCONTIG,I28973,L556_MERG00269_0101_SUPERCONTIG,I27457,96.64,745,24,1,115,859,865,242,985,985,0.0,99.255
,Zeala,Omphalodipara,L556_MERG00269_0101_SUPERCONTIG,I27457,L556_MERG00268_0101_SUPERCONTIG,I28973,96.64,745,24,1,242,985,985,115,859,865,0.0,99.255
,Aeschylia,Brachyscelidiphaga,L556_MERG00310_0101_SUPERCONTIG,I26443,L556_MERG00314_0101_SUPERCONTIG,I27454,99.88,844,1,0,289,1132,1357,1,844,844,0.0,99.156
,Brachyscelidiphaga,Aeschylia,L556_MERG00314_0101_SUPERCONTIG,I27454,L556_MERG00310_0101_SUPERCONTIG,I26443,99.88,844,1,0,1,844,844,289,1132,1357,0.0,99.156
,Colocharis,Kapala,L557_MERG00097_0101_SUPERCONTIG,I12647,L557_MERG00099_0101_SUPERCONTIG,I12623,95.10,816,37,3,15,827,827,1,816,861,0.0,99.184
,Kapala,Colocharis,L557_MERG00099_0101_SUPERCONTIG,I12623,L557_MERG00097_0101_SUPERCONTIG,I12647,95.10,816,37,3,1,816,861,15,827,827,0.0,99.184
,Tetramesa,Aiolomorphus,L557_MERG00169_0101_SUPERCONTIG,I21916,L557_MERG00161_0101_SUPERCONTIG,I21923,96.22,529,19,1,4,531,535,206,734,1037,0.0,99.471
,Neotriadomerus,Adontomerus,L557_MERG00202_0101_SUPERCONTIG,I28997,L557_MERG00375_0101_SUPERCONTIG,I29034,95.83,312,6,3,1,309,309,473,780,835,9.00E-143,99.688
,Perilampus,Steffanolampus,L557_MERG00220_0101_SUPERCONTIG,I12630,L557_MERG00221_0101_SUPERCONTIG,I16359,95.39,1063,46,2,1,1063,1154,17,1076,1076,0.0,98.937
,Steffanolampus,Perilampus,L557_MERG00221_0101_SUPERCONTIG,I16359,L557_MERG00220_0101_SUPERCONTIG,I12630,95.39,1063,46,2,17,1076,1076,1,1063,1154,0.0,98.937
,Cleonymus,Notanisus,L557_MERG00245_0101_SUPERCONTIG,I24027,L557_MERG00251_0101_SUPERCONTIG,I29011,95.72,748,17,7,11,751,752,5,744,744,0.0,99.252
,Notanisus,Cleonymus,L557_MERG00251_0101_SUPERCONTIG,I29011,L557_MERG00245_0101_SUPERCONTIG,I24027,95.72,748,17,7,5,744,744,11,751,752,0.0,99.252
,Solenura,Grooca,L557_MERG00255_0101_SUPERCONTIG,I27397,L557_MERG00248_0101_SUPERCONTIG,I29053,95.88,752,29,2,1,751,751,232,982,1019,0.0,99.248
,Hetreulophus,Omphalodipara,L557_MERG00267_0101_SUPERCONTIG,I23226,L557_MERG00268_0101_SUPERCONTIG,I28973,98.88,89,1,0,708,796,986,698,786,786,2.00E-40,99.911
,Omphalodipara,Zeala,L557_MERG00268_0101_SUPERCONTIG,I28973,L557_MERG00269_0101_SUPERCONTIG,I27457,97.93,675,13,1,112,786,786,1,674,745,0.0,99.325
,Zeala,Omphalodipara,L557_MERG00269_0101_SUPERCONTIG,I27457,L557_MERG00268_0101_SUPERCONTIG,I28973,97.93,675,13,1,1,674,745,112,786,786,0.0,99.325
,Aeschylia,Brachyscelidiphaga,L557_MERG00310_0101_SUPERCONTIG,I26443,L557_MERG00314_0101_SUPERCONTIG,I27454,99.71,686,2,0,365,1050,1196,1,686,686,0.0,99.314
,Brachyscelidiphaga,Aeschylia,L557_MERG00314_0101_SUPERCONTIG,I27454,L557_MERG00310_0101_SUPERCONTIG,I26443,99.71,686,2,0,1,686,686,365,1050,1196,0.0,99.314
,Colocharis,Kapala,L558_MERG00097_0101_SUPERCONTIG,I12647,L558_MERG00099_0101_SUPERCONTIG,I12623,95.94,1649,58,6,80,1724,1724,1,1644,2076,0.0,98.351
,Kapala,Colocharis,L558_MERG00099_0101_SUPERCONTIG,I12623,L558_MERG00097_0101_SUPERCONTIG,I12647,95.94,1649,58,6,1,1644,2076,80,1724,1724,0.0,98.351
,Schizaspidia,Pseudometagea,L558_MERG00103_0101_SUPERCONTIG,I16352,L558_MERG00101_0101_SUPERCONTIG,I21631,97.40,77,2,0,1789,1865,1865,543,467,1949,2.00E-31,99.923
,Hemiptarsenus,Pnigalio,L558_MERG00125_0101_SUPERCONTIG,I27428,L558_MERG00127_0101_SUPERCONTIG,I21932,96.72,1128,35,2,258,1385,1644,1,1126,1380,0.0,98.872
,Pnigalio,Hemiptarsenus,L558_MERG00127_0101_SUPERCONTIG,I21932,L558_MERG00125_0101_SUPERCONTIG,I27428,96.72,1128,35,2,1,1126,1380,258,1385,1644,0.0,98.872
,Sympiesis,Pnigalio,L558_MERG00128_0101_SUPERCONTIG,I21679,L558_MERG00127_0101_SUPERCONTIG,I21932,95.22,1108,53,0,520,1627,2087,10,1117,1380,0.0,98.892
,Aiolomorphus,Tetramesa,L558_MERG00161_0101_SUPERCONTIG,I21923,L558_MERG00169_0101_SUPERCONTIG,I21916,96.61,1270,41,1,130,1399,1404,3,1270,1270,0.0,98.73
,Eurytoma,Masneroma,L558_MERG00165_0101_SUPERCONTIG,I8160,L558_MERG00166_0101_SUPERCONTIG,I24015,95.39,1452,61,4,5,1451,1528,2,1452,1452,0.0,98.548
,Masneroma,Eurytoma,L558_MERG00166_0101_SUPERCONTIG,I24015,L558_MERG00165_0101_SUPERCONTIG,I8160,95.39,1452,61,4,2,1452,1452,5,1451,1528,0.0,98.548
,Tetramesa,Aiolomorphus,L558_MERG00169_0101_SUPERCONTIG,I21916,L558_MERG00161_0101_SUPERCONTIG,I21923,96.61,1270,41,1,3,1270,1270,130,1399,1404,0.0,98.73
,Ophelosia,Australeunotus,L558_MERG00288_0101_SUPERCONTIG,I26411,L558_MERG00282_0101_SUPERCONTIG,I27396,98.65,74,1,0,906,979,1792,1,74,1752,1.00E-31,99.926
,Afroneodipara,Neodipara,L558_MERG00307_0101_SUPERCONTIG,I27401,L558_MERG00308_0101_SUPERCONTIG,I26427,95.19,1227,53,3,1,1224,1327,236,1459,1718,0.0,98.773
,Neodipara,Afroneodipara,L558_MERG00308_0101_SUPERCONTIG,I26427,L558_MERG00307_0101_SUPERCONTIG,I27401,95.19,1227,53,3,236,1459,1718,1,1224,1327,0.0,98.773
,Aeschylia,Brachyscelidiphaga,L558_MERG00310_0101_SUPERCONTIG,I26443,L558_MERG00314_0101_SUPERCONTIG,I27454,99.74,1552,4,0,221,1772,2166,1,1552,1552,0.0,98.448
,Brachyscelidiphaga,Aeschylia,L558_MERG00314_0101_SUPERCONTIG,I27454,L558_MERG00310_0101_SUPERCONTIG,I26443,99.74,1552,4,0,1,1552,1552,221,1772,2166,0.0,98.448
,Tanaostigma,Tanaostigmodes,L558_MERG00362_0101_SUPERCONTIG,I8171,L558_MERG00363_0101_SUPERCONTIG,I23223,99.94,1622,1,0,1,1622,1622,82,1703,1899,0.0,98.378
,Tanaostigmodes,Tanaostigma,L558_MERG00363_0101_SUPERCONTIG,I23223,L558_MERG00362_0101_SUPERCONTIG,I8171,99.94,1622,1,0,82,1703,1899,1,1622,1622,0.0,98.378
,Conura,Chalcis,L559_MERG00060_0101_SUPERCONTIG,I21694,L559_MERG00059_0101_SUPERCONTIG,I26423,96.76,401,13,0,1,401,1588,181,581,1597,0.0,99.599
,Eurytoma,Masneroma,L559_MERG00165_0101_SUPERCONTIG,I8160,L559_MERG00166_0101_SUPERCONTIG,I24015,96.19,656,22,2,7,660,660,1,655,881,0.0,99.344
,Tetramesa,Aiolomorphus,L559_MERG00169_0101_SUPERCONTIG,I21916,L559_MERG00161_0101_SUPERCONTIG,I21923,95.02,623,27,1,1,623,660,2,620,932,0.0,99.377
,Bootanelleus,Bortesia,L559_MERG00179_0101_SUPERCONTIG,I26432,L559_MERG00182_0101_SUPERCONTIG,I26456,95.24,462,22,0,297,758,1336,1,462,465,0.0,99.538
,Bortesia,Bootanelleus,L559_MERG00182_0101_SUPERCONTIG,I26456,L559_MERG00179_0101_SUPERCONTIG,I26432,95.24,462,22,0,1,462,465,297,758,1336,0.0,99.538
,Burksilampus,Steffanolampus,L559_MERG00214_0101_SUPERCONTIG,I16362,L559_MERG00221_0101_SUPERCONTIG,I16359,96.18,969,33,1,1,969,1456,122,1086,1606,0.0,99.031
,Aeschylia,Brachyscelidiphaga,L559_MERG00310_0101_SUPERCONTIG,I26443,L559_MERG00314_0101_SUPERCONTIG,I27454,99.59,972,4,0,368,1339,1567,1,972,972,0.0,99.028
,Brachyscelidiphaga,Aeschylia,L559_MERG00314_0101_SUPERCONTIG,I27454,L559_MERG00310_0101_SUPERCONTIG,I26443,99.59,972,4,0,1,972,972,368,1339,1567,0.0,99.028
,Neochalcis,Haltichella,L55_MERG00072_0101_SUPERCONTIG,I23981,L55_MERG00068_0101_SUPERCONTIG,I23218,95.56,270,12,0,4,273,273,457,726,976,3.00E-123,99.73
,Aeschylia,Brachyscelidiphaga,L55_MERG00310_0101_SUPERCONTIG,I26443,L55_MERG00314_0101_SUPERCONTIG,I27454,99.78,928,2,0,131,1058,1238,1,928,928,0.0,99.072
,Brachyscelidiphaga,Aeschylia,L55_MERG00314_0101_SUPERCONTIG,I27454,L55_MERG00310_0101_SUPERCONTIG,I26443,99.78,928,2,0,1,928,928,131,1058,1238,0.0,99.072
,Tanaostigma,Tanaostigmodes,L55_MERG00362_0101_SUPERCONTIG,I8171,L55_MERG00363_0101_SUPERCONTIG,I23223,99.85,647,1,0,1,647,647,189,835,1092,0.0,99.353
,Tanaostigmodes,Tanaostigma,L55_MERG00363_0101_SUPERCONTIG,I23223,L55_MERG00362_0101_SUPERCONTIG,I8171,99.85,647,1,0,189,835,1092,1,647,647,0.0,99.353
,Elachertus,Sympiesis,L560_MERG00124_0101_SUPERCONTIG,I27399,L560_MERG00128_0101_SUPERCONTIG,I21679,95.12,164,8,0,251,414,691,487,650,1082,1.00E-70,99.836
,Bootanomyia,Megastigmus,L560_MERG00181_0101_SUPERCONTIG,I26440,L560_MERG00185_0101_SUPERCONTIG,I23231,95.70,395,17,0,29,423,1291,1,395,1149,0.0,99.605
,Burksilampus,Steffanolampus,L560_MERG00214_0101_SUPERCONTIG,I16362,L560_MERG00221_0101_SUPERCONTIG,I16359,97.09,275,8,0,268,542,542,348,74,873,2.00E-132,99.725
,Aeschylia,Brachyscelidiphaga,L560_MERG00310_0101_SUPERCONTIG,I26443,L560_MERG00314_0101_SUPERCONTIG,I27454,99.47,749,4,0,138,886,997,1,749,749,0.0,99.251
,Brachyscelidiphaga,Aeschylia,L560_MERG00314_0101_SUPERCONTIG,I27454,L560_MERG00310_0101_SUPERCONTIG,I26443,99.47,749,4,0,1,749,749,138,886,997,0.0,99.251
,Anagrus,Rotoita,L561_MERG00190_0101_SUPERCONTIG,I27384,L561_MERG00354_0101_SUPERCONTIG,I27368,100.00,313,0,0,1,313,313,196,508,653,3.00E-167,99.687
,Aeschylia,Brachyscelidiphaga,L561_MERG00310_0101_SUPERCONTIG,I26443,L561_MERG00314_0101_SUPERCONTIG,I27454,98.81,757,8,1,210,966,1462,1,756,756,0.0,99.243
,Brachyscelidiphaga,Aeschylia,L561_MERG00314_0101_SUPERCONTIG,I27454,L561_MERG00310_0101_SUPERCONTIG,I26443,98.81,757,8,1,1,756,756,210,966,1462,0.0,99.243
,Ogloblinisca,Plutothrix,L561_MERG00338_0101_SUPERCONTIG,I8168,L561_MERG00341_0101_SUPERCONTIG,I21925,95.58,113,5,0,609,721,721,692,804,970,3.00E-47,99.887
,Plutothrix,Ogloblinisca,L561_MERG00341_0101_SUPERCONTIG,I21925,L561_MERG00338_0101_SUPERCONTIG,I8168,95.58,113,5,0,692,804,970,609,721,721,4.00E-47,99.887
,Rotoita,Anagrus,L561_MERG00354_0101_SUPERCONTIG,I27368,L561_MERG00190_0101_SUPERCONTIG,I27384,100.00,313,0,0,196,508,653,1,313,313,7.00E-167,99.687
,Tanaostigma,Tanaostigmodes,L561_MERG00362_0101_SUPERCONTIG,I8171,L561_MERG00363_0101_SUPERCONTIG,I23223,100.00,673,0,0,1,673,673,258,930,1038,0.0,99.327
,Tanaostigmodes,Tanaostigma,L561_MERG00363_0101_SUPERCONTIG,I23223,L561_MERG00362_0101_SUPERCONTIG,I8171,100.00,673,0,0,258,930,1038,1,673,673,0.0,99.327
,Idarnotorymus,Poropoea,L561_MERG00376_0101_SUPERCONTIG,I28994,L561_MERG00393_0101_SUPERCONTIG,I29006,95.28,360,17,0,1,360,360,66,425,449,7.00E-165,99.64
,Aeschylia,Brachyscelidiphaga,L562_MERG00310_0101_SUPERCONTIG,I26443,L562_MERG00314_0101_SUPERCONTIG,I27454,98.98,784,8,0,408,1191,1236,1,784,784,0.0,99.216
,Brachyscelidiphaga,Aeschylia,L562_MERG00314_0101_SUPERCONTIG,I27454,L562_MERG00310_0101_SUPERCONTIG,I26443,98.98,784,8,0,1,784,784,408,1191,1236,0.0,99.216
,Ablerus,Chalcis,L564_MERG00054_0101_SUPERCONTIG,I26415,L564_MERG00059_0101_SUPERCONTIG,I26423,100.00,323,0,0,1,323,323,765,1087,1424,9.00E-173,99.677
,Acanthochalcis,Phasgonophora,L564_MERG00055_0101_SUPERCONTIG,I23977,L564_MERG00064_0101_SUPERCONTIG,I23978,100.00,608,0,0,77,684,804,1,608,608,0.0,99.392
,Phasgonophora,Acanthochalcis,L564_MERG00064_0101_SUPERCONTIG,I23978,L564_MERG00055_0101_SUPERCONTIG,I23977,100.00,608,0,0,1,608,608,77,684,804,0.0,99.392
,Pseudometagea,Diaziella,L564_MERG00101_0101_SUPERCONTIG,I21631,L564_MERG00349_0101_SUPERCONTIG,I21641,100.00,949,0,0,298,1246,1387,1,949,949,0.0,99.051
,Ophelimus,Perthiola,L564_MERG00132_0101_SUPERCONTIG,I21920,L564_MERG00133_0101_SUPERCONTIG,I26384,96.08,102,4,0,3,104,731,429,530,1209,7.00E-43,99.898
,Perthiola,Ophelimus,L564_MERG00133_0101_SUPERCONTIG,I26384,L564_MERG00132_0101_SUPERCONTIG,I21920,96.08,102,4,0,429,530,1209,3,104,731,1.00E-42,99.898
,Aiolomorphus,Systole,L564_MERG00161_0101_SUPERCONTIG,I21923,L564_MERG00168_0101_SUPERCONTIG,I21924,95.32,812,32,3,2,807,810,67,878,1020,0.0,99.188
,Systole,Aiolomorphus,L564_MERG00168_0101_SUPERCONTIG,I21924,L564_MERG00161_0101_SUPERCONTIG,I21923,95.32,812,32,3,67,878,1020,2,807,810,0.0,99.188
,Ormyromorpha,Coelocyba,L564_MERG00261_0101_SUPERCONTIG,I21946,L564_MERG00258_0101_SUPERCONTIG,I24020,97.53,81,2,0,785,865,892,718,798,894,2.00E-34,99.919
,Aeschylia,Brachyscelidiphaga,L564_MERG00310_0101_SUPERCONTIG,I26443,L564_MERG00314_0101_SUPERCONTIG,I27454,99.64,841,3,0,38,878,878,1,841,918,0.0,99.159
,Brachyscelidiphaga,Aeschylia,L564_MERG00314_0101_SUPERCONTIG,I27454,L564_MERG00310_0101_SUPERCONTIG,I26443,99.64,841,3,0,1,841,918,38,878,878,0.0,99.159
,Diaziella,Pseudometagea,L564_MERG00349_0101_SUPERCONTIG,I21641,L564_MERG00101_0101_SUPERCONTIG,I21631,100.00,949,0,0,1,949,949,298,1246,1387,0.0,99.051
,Australosema,Timioderus,L565_MERG00106_0101_SUPERCONTIG,I12626,L565_MERG00109_0101_SUPERCONTIG,I9733,95.93,589,24,0,1,589,589,54,642,696,0.0,99.411
,Orasema,Timioderus,L565_MERG00108_0101_SUPERCONTIG,I21723,L565_MERG00109_0101_SUPERCONTIG,I9733,95.65,666,27,2,564,1228,1432,29,693,696,0.0,99.334
,Timioderus,Orasema,L565_MERG00109_0101_SUPERCONTIG,I9733,L565_MERG00108_0101_SUPERCONTIG,I21723,95.65,666,27,2,29,693,696,564,1228,1432,0.0,99.334
,Pnigalio,Sympiesis,L565_MERG00127_0101_SUPERCONTIG,I21932,L565_MERG00128_0101_SUPERCONTIG,I21679,95.35,215,10,0,381,595,1043,435,649,1260,2.00E-95,99.785
,Macroglenes,Petipirene,L565_MERG00327_0101_SUPERCONTIG,I21917,L565_MERG00331_0101_SUPERCONTIG,I24036,95.06,162,7,1,620,781,802,586,746,748,6.00E-69,99.838
,Cales,Proarescon,L566_MERG00027_0101_SUPERCONTIG,I28984,L566_MERG00206_0101_SUPERCONTIG,I28992,99.57,234,1,0,1,234,234,502,735,844,1.00E-121,99.766
,Neochalcis,Lasiochalcidia,L566_MERG00072_0101_SUPERCONTIG,I23981,L566_MERG00071_0101_SUPERCONTIG,I23980,100.00,312,0,0,1,312,537,206,517,874,3.00E-166,99.688
,Sympiesis,Pnigalio,L566_MERG00128_0101_SUPERCONTIG,I21679,L566_MERG00127_0101_SUPERCONTIG,I21932,95.24,357,17,0,594,950,1409,374,730,1010,2.00E-162,99.643
,Bootanomyia,Megastigmus,L566_MERG00181_0101_SUPERCONTIG,I26440,L566_MERG00185_0101_SUPERCONTIG,I23231,96.58,146,5,0,1114,1259,1259,1157,1302,1492,3.00E-65,99.854
,Megastigmus,Bootanomyia,L566_MERG00185_0101_SUPERCONTIG,I23231,L566_MERG00181_0101_SUPERCONTIG,I26440,96.58,146,5,0,1157,1302,1492,1114,1259,1259,3.00E-65,99.854
,Neomegastigmus,Megastigmus,L566_MERG00186_0101_SUPERCONTIG,I26464,L566_MERG00185_0101_SUPERCONTIG,I23231,95.45,264,12,0,3,266,1150,56,319,1492,3.00E-119,99.736
,Cephaleta,Scutellista,L566_MERG00283_0101_SUPERCONTIG,I27407,L566_MERG00289_0101_SUPERCONTIG,I8169,95.59,136,6,0,728,863,863,688,823,947,3.00E-58,99.864
,Scutellista,Cephaleta,L566_MERG00289_0101_SUPERCONTIG,I8169,L566_MERG00283_0101_SUPERCONTIG,I27407,95.59,136,6,0,688,823,947,728,863,863,3.00E-58,99.864
,Aeschylia,Brachyscelidiphaga,L566_MERG00310_0101_SUPERCONTIG,I26443,L566_MERG00314_0101_SUPERCONTIG,I27454,99.58,713,3,0,247,959,1093,1,713,713,0.0,99.287
,Brachyscelidiphaga,Aeschylia,L566_MERG00314_0101_SUPERCONTIG,I27454,L566_MERG00310_0101_SUPERCONTIG,I26443,99.58,713,3,0,1,713,713,247,959,1093,0.0,99.287
,Ogloblinisca,Plutothrix,L566_MERG00338_0101_SUPERCONTIG,I8168,L566_MERG00341_0101_SUPERCONTIG,I21925,97.01,134,4,0,1,134,724,144,277,1214,1.00E-60,99.866
,Tanaostigma,Tanaostigmodes,L566_MERG00362_0101_SUPERCONTIG,I8171,L566_MERG00363_0101_SUPERCONTIG,I23223,99.88,808,1,0,1,808,808,169,976,1129,0.0,99.192
,Tanaostigmodes,Tanaostigma,L566_MERG00363_0101_SUPERCONTIG,I23223,L566_MERG00362_0101_SUPERCONTIG,I8171,99.88,808,1,0,169,976,1129,1,808,808,0.0,99.192
,Naumanniola,Zagrammosoma,L567_MERG00126_0101_SUPERCONTIG,I27409,L567_MERG00129_0101_SUPERCONTIG,I21695,96.83,63,2,0,852,914,914,991,1053,1556,2.00E-24,99.937
,Acanthochalcis,Cratocentrus,L568_MERG00055_0101_SUPERCONTIG,I23977,L568_MERG00061_0101_SUPERCONTIG,I23233,97.81,366,8,0,297,662,942,421,786,972,0.0,99.634
,Chalcis,Conura,L568_MERG00059_0101_SUPERCONTIG,I26423,L568_MERG00060_0101_SUPERCONTIG,I21694,96.70,364,12,0,426,789,1332,646,1009,1429,7.00E-175,99.636
,Conura,Chalcis,L568_MERG00060_0101_SUPERCONTIG,I21694,L568_MERG00059_0101_SUPERCONTIG,I26423,96.70,364,12,0,646,1009,1429,426,789,1332,8.00E-175,99.636
