contamination,query_genus,target_genus,query_seq,I# query,target_seq,I# target,%similarity,length of match (bp),mismatch,gapopen, qstart ,qend ,qlength,tstart ,tend ,tlength,evalue,note
,Brachyscelidiphaga,Aeschylia,L487_MERG00314_0101,I27454,L487_MERG00310_0101_SUPERCONTIG,I26443,99.44,177,1,0,1,177,177,1,177,177,6.00E-91,99.823
,Pleistodontes,Waterstoniella,L487_MERG00003_0101_SUPERCONTIG,I23965,L487_MERG00004_0101_SUPERCONTIG,I23964,100.00,177,0,0,1,177,177,1,177,177,1.00E-92,99.823
,Waterstoniella,Pleistodontes,L487_MERG00004_0101_SUPERCONTIG,I23964,L487_MERG00003_0101_SUPERCONTIG,I23965,100.00,177,0,0,1,177,177,1,177,177,1.00E-92,99.823
,Blastophaga,Sycophaga,L487_MERG00005_0101_SUPERCONTIG,I23966,L487_MERG00011_0101,I23963,100.00,177,0,0,1,177,177,1,177,177,1.00E-92,99.823
,Euderomphale,Torymoides,L487_MERG00111_0101_SUPERCONTIG,I26463,L487_MERG00386_0101_SUPERCONTIG,I26413,99.43,176,1,0,1,176,176,1,176,177,2.00E-90,99.824
,Aeschylia,Brachyscelidiphaga,L487_MERG00310_0101_SUPERCONTIG,I26443,L487_MERG00314_0101,I27454,99.44,177,1,0,1,177,177,1,177,177,6.00E-91,99.823
,Torymoides,Euderomphale,L487_MERG00386_0101_SUPERCONTIG,I26413,L487_MERG00111_0101_SUPERCONTIG,I26463,99.43,176,1,0,1,176,177,1,176,176,2.00E-90,99.824
,Aeschylia,Brachyscelidiphaga,L488_MERG00310_0101_SUPERCONTIG,I26443,L488_MERG00314_0101_SUPERCONTIG,I27454,99.38,162,1,0,1,162,162,1,162,162,1.00E-82,99.838
,Brachyscelidiphaga,Aeschylia,L488_MERG00314_0101_SUPERCONTIG,I27454,L488_MERG00310_0101_SUPERCONTIG,I26443,99.38,162,1,0,1,162,162,1,162,162,1.00E-82,99.838
,Nasonia,Trichomalopsis,L489_MERG00337_0101,I5103,L489_MERG00343_0101,I5110,99.31,288,2,0,1,288,294,1,288,294,2.00E-150,99.712
,Trichomalopsis,Nasonia,L489_MERG00343_0101,I5110,L489_MERG00337_0101,I5103,99.31,288,2,0,1,288,294,1,288,294,2.00E-150,99.712
,Aeschylia,Brachyscelidiphaga,L489_MERG00310_0101_SUPERCONTIG,I26443,L489_MERG00314_0101_SUPERCONTIG,I27454,99.33,297,2,0,1,297,297,1,297,297,2.00E-155,99.703
,Brachyscelidiphaga,Aeschylia,L489_MERG00314_0101_SUPERCONTIG,I27454,L489_MERG00310_0101_SUPERCONTIG,I26443,99.33,297,2,0,1,297,297,1,297,297,2.00E-155,99.703
,Tanaostigma,Tanaostigmodes,L489_MERG00362_0101_SUPERCONTIG,I8171,L489_MERG00363_0101_SUPERCONTIG,I23223,100.00,297,0,0,1,297,297,1,297,297,1.00E-158,99.703
,Tanaostigmodes,Tanaostigma,L489_MERG00363_0101_SUPERCONTIG,I23223,L489_MERG00362_0101_SUPERCONTIG,I8171,100.00,297,0,0,1,297,297,1,297,297,1.00E-158,99.703
,Axima,Bruchodape,L48_MERG00162_0101,I21940,L48_MERG00163_0101_SUPERCONTIG,I21915,99.40,167,1,0,21,187,255,21,187,255,7.00E-85,99.833
,Cerocephala,Neocalosoter,L48_MERG00236_0101_SUPERCONTIG,I27442,L48_MERG00237_0101_SUPERCONTIG,I26458,99.22,255,2,0,1,255,255,1,255,255,4.00E-132,99.745
,Neocalosoter,Cerocephala,L48_MERG00237_0101_SUPERCONTIG,I26458,L48_MERG00236_0101_SUPERCONTIG,I27442,99.22,255,2,0,1,255,255,1,255,255,4.00E-132,99.745
,Solenura,Grooca,L48_MERG00255_0101_SUPERCONTIG,I27397,L48_MERG00248_0101_SUPERCONTIG,I29053,99.22,255,2,0,1,255,255,1,255,255,4.00E-132,99.745
,Cameronella,Colotrechnus,L48_MERG00265_0101_SUPERCONTIG,I29057,L48_MERG00266_0101_SUPERCONTIG,I21681,99.22,255,2,0,1,255,255,1,255,255,4.00E-132,99.745
,Colotrechnus,Cameronella,L48_MERG00266_0101_SUPERCONTIG,I21681,L48_MERG00265_0101_SUPERCONTIG,I29057,99.22,255,2,0,1,255,255,1,255,255,4.00E-132,99.745
,Aeschylia,Brachyscelidiphaga,L490_MERG00310_0101_SUPERCONTIG,I26443,L490_MERG00314_0101_SUPERCONTIG,I27454,100.00,228,0,0,1,228,228,1,228,228,1.00E-120,99.772
,Brachyscelidiphaga,Aeschylia,L490_MERG00314_0101_SUPERCONTIG,I27454,L490_MERG00310_0101_SUPERCONTIG,I26443,100.00,228,0,0,1,228,228,1,228,228,1.00E-120,99.772
,Nasonia,Trichomalopsis,L491_MERG00337_0101,I5103,L491_MERG00343_0101,I5110,99.59,486,2,0,1,486,486,1,486,486,0.0,99.514
,Trichomalopsis,Nasonia,L491_MERG00343_0101,I5110,L491_MERG00337_0101,I5103,99.59,486,2,0,1,486,486,1,486,486,0.0,99.514
,Ablerus,Macrorileya,L491_MERG00053_0101_SUPERCONTIG,I26407,L491_MERG00160_0101_SUPERCONTIG,I26408,100.00,486,0,0,1,486,486,1,486,486,0.0,99.514
,Macrorileya,Ablerus,L491_MERG00160_0101_SUPERCONTIG,I26408,L491_MERG00053_0101_SUPERCONTIG,I26407,100.00,486,0,0,1,486,486,1,486,486,0.0,99.514
,Aeschylia,Brachyscelidiphaga,L491_MERG00310_0101_SUPERCONTIG,I26443,L491_MERG00314_0101_SUPERCONTIG,I27454,99.59,486,2,0,1,486,486,1,486,486,0.0,99.514
,Brachyscelidiphaga,Aeschylia,L491_MERG00314_0101_SUPERCONTIG,I27454,L491_MERG00310_0101_SUPERCONTIG,I26443,99.59,486,2,0,1,486,486,1,486,486,0.0,99.514
,Aeschylia,Brachyscelidiphaga,L492_MERG00310_0101_SUPERCONTIG,I26443,L492_MERG00314_0101_SUPERCONTIG,I27454,99.71,349,1,0,28,376,376,1,349,349,0.0,99.651
,Brachyscelidiphaga,Aeschylia,L492_MERG00314_0101_SUPERCONTIG,I27454,L492_MERG00310_0101_SUPERCONTIG,I26443,99.71,349,1,0,1,349,349,28,376,376,0.0,99.651
,Tanaostigma,Tanaostigmodes,L492_MERG00362_0101_SUPERCONTIG,I8171,L492_MERG00363_0101_SUPERCONTIG,I23223,100.00,376,0,0,1,376,376,1,376,376,0.0,99.624
,Tanaostigmodes,Tanaostigma,L492_MERG00363_0101_SUPERCONTIG,I23223,L492_MERG00362_0101_SUPERCONTIG,I8171,100.00,376,0,0,1,376,376,1,376,376,0.0,99.624
,Aeschylia,Brachyscelidiphaga,L492_MERG00310_0101_SUPERCONTIG,I26443,L492_MERG00314_0101_SUPERCONTIG,I27454,99.66,296,1,0,1,296,296,1,296,296,2.00E-156,99.704
,Brachyscelidiphaga,Aeschylia,L492_MERG00314_0101_SUPERCONTIG,I27454,L492_MERG00310_0101_SUPERCONTIG,I26443,99.66,296,1,0,1,296,296,1,296,296,2.00E-156,99.704
,Tanaostigma,Tanaostigmodes,L492_MERG00362_0101_SUPERCONTIG,I8171,L492_MERG00363_0101_SUPERCONTIG,I23223,100.00,206,0,0,1,206,206,1,206,302,3.00E-108,99.794
,Eutrichosomella,Premiscogaster,L493_MERG00019_0101_SUPERCONTIG,I26374,L493_MERG00328_0101_SUPERCONTIG,I26380,100.00,213,0,0,1,213,213,1,213,213,2.00E-112,99.787
,Neochrysocharis,Rotoita,L493_MERG00113_0101_SUPERCONTIG,I27408,L493_MERG00354_0101_SUPERCONTIG,I27368,100.00,213,0,0,1,213,213,1,213,213,2.00E-112,99.787
,Polistomorpha,Storeya,L493_MERG00178_0101_SUPERCONTIG,I29055,L493_MERG00348_0101_SUPERCONTIG,I27429,100.00,211,0,0,1,211,213,1,211,211,3.00E-111,99.789
,Steffanolampus,Krombeinius,L493_MERG00221_0101_SUPERCONTIG,I16359,L493_MERG00222_0101_SUPERCONTIG,I24018,99.06,213,2,0,1,213,213,1,213,213,5.00E-109,99.787
,Krombeinius,Steffanolampus,L493_MERG00222_0101_SUPERCONTIG,I24018,L493_MERG00221_0101_SUPERCONTIG,I16359,99.06,213,2,0,1,213,213,1,213,213,5.00E-109,99.787
,Grooca,Solenura,L493_MERG00248_0101_SUPERCONTIG,I29053,L493_MERG00255_0101_SUPERCONTIG,I27397,99.06,213,2,0,1,213,213,1,213,213,5.00E-109,99.787
,Solenura,Grooca,L493_MERG00255_0101_SUPERCONTIG,I27397,L493_MERG00248_0101_SUPERCONTIG,I29053,99.06,213,2,0,1,213,213,1,213,213,5.00E-109,99.787
,Aeschylia,Brachyscelidiphaga,L493_MERG00310_0101_SUPERCONTIG,I26443,L493_MERG00314_0101_SUPERCONTIG,I27454,100.00,213,0,0,1,213,213,1,213,213,2.00E-112,99.787
,Brachyscelidiphaga,Aeschylia,L493_MERG00314_0101_SUPERCONTIG,I27454,L493_MERG00310_0101_SUPERCONTIG,I26443,100.00,213,0,0,1,213,213,1,213,213,2.00E-112,99.787
,Premiscogaster,Eutrichosomella,L493_MERG00328_0101_SUPERCONTIG,I26380,L493_MERG00019_0101_SUPERCONTIG,I26374,100.00,213,0,0,1,213,213,1,213,213,2.00E-112,99.787
,Storeya,Polistomorpha,L493_MERG00348_0101_SUPERCONTIG,I27429,L493_MERG00178_0101_SUPERCONTIG,I29055,100.00,211,0,0,1,211,211,1,211,213,3.00E-111,99.789
,Rotoita,Neochrysocharis,L493_MERG00354_0101_SUPERCONTIG,I27368,L493_MERG00113_0101_SUPERCONTIG,I27408,100.00,213,0,0,1,213,213,1,213,213,2.00E-112,99.787
,Nasonia,Trichomalopsis,L494_MERG00337_0101,I5103,L494_MERG00343_0101,I5110,100.00,219,0,0,1,219,222,1,219,222,1.00E-115,99.781
,Trichomalopsis,Nasonia,L494_MERG00343_0101,I5110,L494_MERG00337_0101,I5103,100.00,219,0,0,1,219,222,1,219,222,1.00E-115,99.781
,Tanaostigmodes,Tanaostigma,L494_MERG00364_0101,I5042,L494_MERG00362_0101_SUPERCONTIG,I8171,100.00,219,0,0,1,219,222,1,219,222,1.00E-115,99.781
,Hemiptarsenus,Peckianus,L494_MERG00125_0101_SUPERCONTIG,I27428,L494_MERG00292_0101_SUPERCONTIG,I27436,100.00,222,0,0,1,222,222,1,222,222,3.00E-117,99.778
,Peckianus,Hemiptarsenus,L494_MERG00292_0101_SUPERCONTIG,I27436,L494_MERG00125_0101_SUPERCONTIG,I27428,100.00,222,0,0,1,222,222,1,222,222,3.00E-117,99.778
,Aeschylia,Brachyscelidiphaga,L494_MERG00310_0101_SUPERCONTIG,I26443,L494_MERG00314_0101_SUPERCONTIG,I27454,99.55,222,1,0,1,222,222,1,222,222,1.00E-115,99.778
,Brachyscelidiphaga,Aeschylia,L494_MERG00314_0101_SUPERCONTIG,I27454,L494_MERG00310_0101_SUPERCONTIG,I26443,99.55,222,1,0,1,222,222,1,222,222,1.00E-115,99.778
,Tanaostigma,Tanaostigmodes,L494_MERG00362_0101_SUPERCONTIG,I8171,L494_MERG00363_0101_SUPERCONTIG,I23223,99.55,222,1,0,1,222,222,1,222,222,1.00E-115,99.778
,Tanaostigmodes,Tanaostigma,L494_MERG00363_0101_SUPERCONTIG,I23223,L494_MERG00362_0101_SUPERCONTIG,I8171,99.55,222,1,0,1,222,222,1,222,222,1.00E-115,99.778
,Tanaostigmodes,Tanaostigma,L495_MERG00364_0101,I5042,L495_MERG00362_0101_SUPERCONTIG,I8171,100.00,219,0,0,1,219,219,1,219,219,1.00E-115,99.781
,Aeschylia,Brachyscelidiphaga,L495_MERG00310_0101,I26443,L495_MERG00314_0101_SUPERCONTIG,I27454,99.09,219,2,0,1,219,219,1,219,219,3.00E-112,99.781
,Brachyscelidiphaga,Aeschylia,L495_MERG00314_0101_SUPERCONTIG,I27454,L495_MERG00310_0101,I26443,99.09,219,2,0,1,219,219,1,219,219,3.00E-112,99.781
,Tanaostigma,Tanaostigmodes,L495_MERG00362_0101_SUPERCONTIG,I8171,L495_MERG00364_0101,I5042,100.00,219,0,0,1,219,219,1,219,219,1.00E-115,99.781
,Tanaostigmodes,Tanaostigma,L495_MERG00363_0101_SUPERCONTIG,I23223,L495_MERG00362_0101_SUPERCONTIG,I8171,99.54,219,1,0,1,219,219,1,219,219,6.00E-114,99.781
,Nasonia,Trichomalopsis,L496_MERG00337_0101,I5103,L496_MERG00343_0101,I5110,99.06,213,2,0,7,219,219,7,219,219,6.00E-109,99.787
,Trichomalopsis,Nasonia,L496_MERG00343_0101,I5110,L496_MERG00337_0101,I5103,99.06,213,2,0,7,219,219,7,219,219,6.00E-109,99.787
,Diaziella,Pseudometagea,L496_MERG00349_0101,I21641,L496_MERG00101_0101_SUPERCONTIG,I21631,100.00,78,0,0,4,81,219,4,81,81,3.00E-37,99.922
,Pseudometagea,Diaziella,L496_MERG00101_0101_SUPERCONTIG,I21631,L496_MERG00349_0101,I21641,100.00,78,0,0,4,81,81,4,81,219,1.00E-37,99.922
,Anagrus,Ufens,L496_MERG00190_0101_SUPERCONTIG,I27384,L496_MERG00398_0101_SUPERCONTIG,I27392,100.00,219,0,0,1,219,219,1,219,219,1.00E-115,99.781
,Ufens,Anagrus,L496_MERG00398_0101_SUPERCONTIG,I27392,L496_MERG00190_0101_SUPERCONTIG,I27384,100.00,219,0,0,1,219,219,1,219,219,1.00E-115,99.781
,Nasonia,Trichomalopsis,L49_MERG00337_0101,I5103,L49_MERG00343_0101,I5110,99.74,381,1,0,1,381,387,1,381,387,0.0,99.619
,Trichomalopsis,Nasonia,L49_MERG00343_0101,I5110,L49_MERG00337_0101,I5103,99.74,381,1,0,1,381,387,1,381,387,0.0,99.619
,Aeschylia,Brachyscelidiphaga,L49_MERG00310_0101_SUPERCONTIG,I26443,L49_MERG00314_0101_SUPERCONTIG,I27454,99.74,387,1,0,1,387,387,1,387,387,0.0,99.613
,Brachyscelidiphaga,Aeschylia,L49_MERG00314_0101_SUPERCONTIG,I27454,L49_MERG00310_0101_SUPERCONTIG,I26443,99.74,387,1,0,1,387,387,1,387,387,0.0,99.613
,Tanaostigmodes,Tanaostigma,L4_MERG00364_0101,I5042,L4_MERG00362_0101_SUPERCONTIG,I8171,100.00,360,0,0,7,366,375,7,366,375,0.0,99.64
,Aeschylia,Brachyscelidiphaga,L4_MERG00310_0101_SUPERCONTIG,I26443,L4_MERG00314_0101_SUPERCONTIG,I27454,100.00,375,0,0,1,375,375,1,375,375,0.0,99.625
,Brachyscelidiphaga,Aeschylia,L4_MERG00314_0101_SUPERCONTIG,I27454,L4_MERG00310_0101_SUPERCONTIG,I26443,100.00,375,0,0,1,375,375,1,375,375,0.0,99.625
,Tanaostigma,Tanaostigmodes,L4_MERG00362_0101_SUPERCONTIG,I8171,L4_MERG00363_0101_SUPERCONTIG,I23223,100.00,375,0,0,1,375,375,1,375,375,0.0,99.625
,Tanaostigmodes,Tanaostigma,L4_MERG00363_0101_SUPERCONTIG,I23223,L4_MERG00362_0101_SUPERCONTIG,I8171,100.00,375,0,0,1,375,375,1,375,375,0.0,99.625
,Sycophila,Endobia,L500_MERG00167_0101,I5019,L500_MERG00164_0101_SUPERCONTIG,I21935,99.22,129,1,0,4,132,135,4,132,135,2.00E-64,99.871
,Megastigmus,Zeala,L500_MERG00183_0101,I5300,L500_MERG00269_0101_SUPERCONTIG,I27457,99.21,126,1,0,7,132,135,7,132,135,1.00E-62,99.874
,Nasonia,Trichomalopsis,L500_MERG00337_0101,I5103,L500_MERG00343_0101,I5110,100.00,129,0,0,4,132,135,4,132,135,4.00E-66,99.871
,Trichomalopsis,Nasonia,L500_MERG00343_0101,I5110,L500_MERG00337_0101,I5103,100.00,129,0,0,4,132,135,4,132,135,4.00E-66,99.871
,Torymus,Platykula,L500_MERG00387_0101,I5045,L500_MERG00390_0101_SUPERCONTIG,I26397,100.00,119,0,0,14,132,135,14,132,135,2.00E-60,99.881
,New Genus,Prococcophagus,L500_MERG00046_0101,I29022,L500_MERG00049_0101_SUPERCONTIG,I29000,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Myiocnema,Euryischomyia,L500_MERG00094_0101,I29029,L500_MERG00093_0101_SUPERCONTIG,I21638,99.26,135,1,0,1,135,135,1,135,135,3.00E-68,99.865
,Grooca,Solenura,L500_MERG00247_0101,I29048,L500_MERG00255_0101_SUPERCONTIG,I27397,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Euryischia,Euryischomyia,L500_MERG00092_0101_SUPERCONTIG,I23222,L500_MERG00093_0101_SUPERCONTIG,I21638,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Euryischomyia,Myiocnema,L500_MERG00093_0101_SUPERCONTIG,I21638,L500_MERG00094_0101,I29029,99.26,135,1,0,1,135,135,1,135,135,3.00E-68,99.865
,Colocharis,Kapala,L500_MERG00097_0101_SUPERCONTIG,I12647,L500_MERG00099_0101_SUPERCONTIG,I12623,100.00,135,0,0,1,135,135,1,135,135,2.00E-69,99.865
,Kapala,Colocharis,L500_MERG00099_0101_SUPERCONTIG,I12623,L500_MERG00097_0101_SUPERCONTIG,I12647,100.00,135,0,0,1,135,135,1,135,135,2.00E-69,99.865
,Astichus,Euderus,L500_MERG00117_0101_SUPERCONTIG,I26376,L500_MERG00119_0101_SUPERCONTIG,I21928,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Bellerus,Astichus,L500_MERG00118_0101_SUPERCONTIG,I23998,L500_MERG00117_0101_SUPERCONTIG,I26376,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Euderus,Astichus,L500_MERG00119_0101_SUPERCONTIG,I21928,L500_MERG00117_0101_SUPERCONTIG,I26376,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Macrorileya,Bortesia,L500_MERG00160_0101_SUPERCONTIG,I26408,L500_MERG00182_0101_SUPERCONTIG,I26456,100.00,135,0,0,1,135,135,1,135,135,2.00E-69,99.865
,Bruchodape,Endobia,L500_MERG00163_0101_SUPERCONTIG,I21915,L500_MERG00164_0101_SUPERCONTIG,I21935,100.00,135,0,0,1,135,135,1,135,135,2.00E-69,99.865
,Endobia,Bruchodape,L500_MERG00164_0101_SUPERCONTIG,I21935,L500_MERG00163_0101_SUPERCONTIG,I21915,100.00,135,0,0,1,135,135,1,135,135,2.00E-69,99.865
,Systole,Endobia,L500_MERG00168_0101_SUPERCONTIG,I21924,L500_MERG00164_0101_SUPERCONTIG,I21935,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Tetramesa,Endobia,L500_MERG00169_0101_SUPERCONTIG,I21916,L500_MERG00164_0101_SUPERCONTIG,I21935,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Micrapion,Polistomorpha,L500_MERG00177_0101_SUPERCONTIG,I23249,L500_MERG00178_0101_SUPERCONTIG,I29055,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Polistomorpha,Micrapion,L500_MERG00178_0101_SUPERCONTIG,I29055,L500_MERG00177_0101_SUPERCONTIG,I23249,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Bortesia,Macrorileya,L500_MERG00182_0101_SUPERCONTIG,I26456,L500_MERG00160_0101_SUPERCONTIG,I26408,100.00,135,0,0,1,135,135,1,135,135,2.00E-69,99.865
,Cerocephala,Neocalosoter,L500_MERG00236_0101_SUPERCONTIG,I27442,L500_MERG00237_0101_SUPERCONTIG,I26458,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Neocalosoter,Cerocephala,L500_MERG00237_0101_SUPERCONTIG,I26458,L500_MERG00236_0101_SUPERCONTIG,I27442,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Cleonymus,Zolotarewskya,L500_MERG00245_0101_SUPERCONTIG,I24027,L500_MERG00256_0101_SUPERCONTIG,I27427,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Epistenia,Chalcedectus,L500_MERG00246_0101_SUPERCONTIG,I23214,L500_MERG00244_0101_SUPERCONTIG,I24038,99.25,134,1,0,1,134,135,1,134,135,3.00E-67,99.866
,Grooca,Solenura,L500_MERG00248_0101_SUPERCONTIG,I29053,L500_MERG00255_0101_SUPERCONTIG,I27397,100.00,135,0,0,1,135,135,1,135,135,2.00E-69,99.865
,Notanisus,Zolotarewskya,L500_MERG00251_0101_SUPERCONTIG,I29011,L500_MERG00256_0101_SUPERCONTIG,I27427,100.00,119,0,0,1,119,119,17,135,135,1.00E-60,99.881
,Solenura,Grooca,L500_MERG00255_0101_SUPERCONTIG,I27397,L500_MERG00248_0101_SUPERCONTIG,I29053,100.00,135,0,0,1,135,135,1,135,135,2.00E-69,99.865
,Zolotarewskya,Cleonymus,L500_MERG00256_0101_SUPERCONTIG,I27427,L500_MERG00245_0101_SUPERCONTIG,I24027,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Zeala,Rivasia,L500_MERG00269_0101_SUPERCONTIG,I27457,L500_MERG00320_0101_SUPERCONTIG,I27435,99.24,132,1,0,4,135,135,4,135,135,4.00E-66,99.868
,Aeschylia,Brachyscelidiphaga,L500_MERG00310_0101_SUPERCONTIG,I26443,L500_MERG00314_0101_SUPERCONTIG,I27454,100.00,135,0,0,1,135,135,1,135,135,2.00E-69,99.865
,Brachyscelidiphaga,Aeschylia,L500_MERG00314_0101_SUPERCONTIG,I27454,L500_MERG00310_0101_SUPERCONTIG,I26443,100.00,135,0,0,1,135,135,1,135,135,2.00E-69,99.865
,Rivasia,Zeala,L500_MERG00320_0101_SUPERCONTIG,I27435,L500_MERG00269_0101_SUPERCONTIG,I27457,99.24,132,1,0,4,135,135,4,135,135,4.00E-66,99.868
,Glyphomerus,Monodontomerus,L500_MERG00373_0101_SUPERCONTIG,I24051,L500_MERG00379_0101_SUPERCONTIG,I21934,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Idarnotorymus,Microdontomerus,L500_MERG00376_0101_SUPERCONTIG,I28994,L500_MERG00377_0101_SUPERCONTIG,I29033,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Microdontomerus,Idarnotorymus,L500_MERG00377_0101_SUPERCONTIG,I29033,L500_MERG00376_0101_SUPERCONTIG,I28994,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Monodontomerus,Glyphomerus,L500_MERG00379_0101_SUPERCONTIG,I21934,L500_MERG00373_0101_SUPERCONTIG,I24051,99.26,135,1,0,1,135,135,1,135,135,1.00E-67,99.865
,Leucospis,Zolotarewskya,L501_MERG00176_0101,I5022,L501_MERG00256_0101_SUPERCONTIG,I27427,99.49,195,1,0,1,195,201,1,195,201,1.00E-100,99.805
,Megastigmus,Neomegastigmus,L501_MERG00183_0101,I5300,L501_MERG00186_0101_SUPERCONTIG,I26464,99.49,195,1,0,1,195,201,1,195,201,1.00E-100,99.805
,Nasonia,Trichomalopsis,L501_MERG00337_0101,I5103,L501_MERG00343_0101,I5110,100.00,195,0,0,1,195,201,1,195,201,2.00E-102,99.805
,Trichomalopsis,Nasonia,L501_MERG00343_0101,I5110,L501_MERG00337_0101,I5103,100.00,195,0,0,1,195,201,1,195,201,2.00E-102,99.805
,Tanaostigmodes,Tanaostigma,L501_MERG00364_0101,I5042,L501_MERG00362_0101_SUPERCONTIG,I8171,100.00,195,0,0,1,195,201,1,195,201,2.00E-102,99.805
,Torymus,Odopoia,L501_MERG00387_0101,I5045,L501_MERG00384_0101_SUPERCONTIG,I28991,100.00,195,0,0,1,195,201,1,195,201,2.00E-102,99.805
,Brachymeria,Zolotarewskya,L501_MERG00057_0101,I21654,L501_MERG00256_0101_SUPERCONTIG,I27427,100.00,201,0,0,1,201,201,1,201,201,1.00E-105,99.799
,Myiocnema,Euryischomyia,L501_MERG00094_0101,I29029,L501_MERG00093_0101_SUPERCONTIG,I21638,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Acanthochalcis,Zolotarewskya,L501_MERG00055_0101_SUPERCONTIG,I23977,L501_MERG00256_0101_SUPERCONTIG,I27427,99.50,200,1,0,1,200,201,1,200,201,2.00E-103,99.8
,Cratocentrus,Zolotarewskya,L501_MERG00061_0101_SUPERCONTIG,I23233,L501_MERG00256_0101_SUPERCONTIG,I27427,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Haltichella,Hockeria,L501_MERG00068_0101_SUPERCONTIG,I23218,L501_MERG00069_0101_SUPERCONTIG,I21678,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Hockeria,Haltichella,L501_MERG00069_0101_SUPERCONTIG,I21678,L501_MERG00068_0101_SUPERCONTIG,I23218,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Euryischia,Myiocnema,L501_MERG00092_0101_SUPERCONTIG,I23222,L501_MERG00094_0101,I29029,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Euryischomyia,Myiocnema,L501_MERG00093_0101_SUPERCONTIG,I21638,L501_MERG00094_0101,I29029,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Metapelma,Zolotarewskya,L501_MERG00156_0101_SUPERCONTIG,I24012,L501_MERG00256_0101_SUPERCONTIG,I27427,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Aiolomorphus,Endobia,L501_MERG00161_0101_SUPERCONTIG,I21923,L501_MERG00164_0101_SUPERCONTIG,I21935,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Endobia,Aiolomorphus,L501_MERG00164_0101_SUPERCONTIG,I21935,L501_MERG00161_0101_SUPERCONTIG,I21923,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Bootanelleus,Bortesia,L501_MERG00179_0101_SUPERCONTIG,I26432,L501_MERG00182_0101_SUPERCONTIG,I26456,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Bortesia,Bootanelleus,L501_MERG00182_0101_SUPERCONTIG,I26456,L501_MERG00179_0101_SUPERCONTIG,I26432,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Burksilampus,Steffanolampus,L501_MERG00214_0101_SUPERCONTIG,I16362,L501_MERG00221_0101_SUPERCONTIG,I16359,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Perilampus,Burksilampus,L501_MERG00219_0101_SUPERCONTIG,I16360,L501_MERG00214_0101_SUPERCONTIG,I16362,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Steffanolampus,Burksilampus,L501_MERG00221_0101_SUPERCONTIG,I16359,L501_MERG00214_0101_SUPERCONTIG,I16362,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Krombeinius,Perilampus,L501_MERG00222_0101_SUPERCONTIG,I24018,L501_MERG00219_0101_SUPERCONTIG,I16360,99.50,200,1,0,1,200,201,1,200,201,2.00E-103,99.8
,Grooca,Solenura,L501_MERG00248_0101_SUPERCONTIG,I29053,L501_MERG00255_0101_SUPERCONTIG,I27397,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Parepistenia,Zolotarewskya,L501_MERG00253_0101_SUPERCONTIG,I27418,L501_MERG00256_0101_SUPERCONTIG,I27427,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Solenura,Grooca,L501_MERG00255_0101_SUPERCONTIG,I27397,L501_MERG00248_0101_SUPERCONTIG,I29053,99.50,201,1,0,1,201,201,1,201,201,5.00E-104,99.799
,Zolotarewskya,Brachymeria,L501_MERG00256_0101_SUPERCONTIG,I27427,L501_MERG00057_0101,I21654,100.00,201,0,0,1,201,201,1,201,201,1.00E-105,99.799
